ticker,Open,High,Low,Close,Volume,Money,Change
095570,5580,5660,5500,5600,64108,355633090,-0.53
006840,26100,26100,25450,25650,9135,234338150,-0.77
027410,5950,6070,5910,5950,630830,3782801800,0.85
282330,168000,170500,166500,167000,14504,2433498500,-1.47
138930,8610,8670,8430,8490,1415792,12050984390,-1.16
001460,437000,438500,433000,438500,176,76743500,0.69
001465,175000,175000,173500,174500,108,18798500,0.58
001040,97000,98400,96800,97300,34108,3320843000,0.21
079160,30200,30450,29800,30000,311535,9332533650,-0.99
00104K,81300,81600,80800,81100,2658,215660000,-0.25
000120,144000,145500,139500,141000,44971,6357598000,-1.74
011150,3850,3890,3790,3795,75836,289750410,-1.94
011155,38700,39900,38700,39850,288,11302850,1.27
001045,60400,60700,59900,60300,456,27528800,0.0
097950,382000,391500,373500,374500,67498,25487504500,-0.53
097955,192000,194500,190000,190500,3206,612357000,-0.52
000590,63700,63700,62700,62800,1266,79687800,-1.41
012030,1005,1025,1005,1010,439754,444654780,-0.49
016610,7000,7030,6850,6960,64985,451741600,-0.57
005830,58300,60000,58200,58400,110337,6479373300,-0.51
000990,58900,60400,58700,60300,790027,47342742300,3.25
000995,101000,101000,99900,99900,92,9211000,0.91
139130,9910,10100,9750,9750,331182,3259198410,-1.32
001530,278000,289000,270000,284500,10165,2871630500,2.15
000210,64800,66400,64700,65300,56973,3717994900,0.31
001880,29300,29450,28850,28900,19509,566507950,-0.86
000215,41000,41000,40200,40400,804,32574850,-1.46
375500,132500,134500,131000,132500,74374,9854364000,-0.38
37550K,76200,77500,76200,76600,2998,229611300,0.26
004840,5560,5650,5430,5490,28407,155786050,-2.14
155660,5960,6130,5560,5790,205011,1190121220,-2.85
069730,5500,5650,5310,5360,158521,857783580,-2.9
017940,52100,52400,51300,51700,9894,510502500,-0.58
365550,6650,6660,6500,6500,180288,1178876560,-2.4
383220,957000,976000,948000,969000,36880,35632108000,1.25
007700,45700,46400,44100,45600,514044,23352373500,-0.11
114090,16150,16400,16100,16250,129986,2106509400,-0.31
078930,42950,44200,42900,44050,240458,10544282850,2.56
006360,42100,42550,41450,41900,339023,14185066150,-0.59
001250,2585,2620,2570,2590,487212,1262325345,-0.58
007070,33100,33650,32850,33100,251035,8321042000,-0.3
078935,37100,37300,36900,37150,6850,254617400,0.0
012630,10300,10400,10150,10200,149816,1533139850,-0.97
039570,11550,11600,11350,11400,15441,176325500,-1.3
089470,5760,5800,5640,5660,136695,778846910,-1.57
294870,24450,24700,24000,24300,397213,9622912500,-0.21
011200,26850,27350,26600,26700,2136641,57272615000,-0.74
082740,8730,8980,8560,8690,745552,6570465970,-0.11
003560,1775,1820,1755,1765,2071724,3691375740,-1.67
175330,8390,8480,8280,8320,515380,4298983030,-1.54
234080,14800,14850,14650,14800,25932,382543050,0.0
001060,22600,23150,22550,22800,28770,656824550,0.0
001067,58900,58900,57500,58900,456,26642700,-0.17
001065,32500,34450,32500,34350,956,32405550,1.78
096760,3620,3655,3545,3570,80944,289898380,-2.19
105560,55200,56300,54800,55800,1028240,57197290400,0.9
002380,340000,346000,319500,324500,120954,40002711000,-4.14
344820,59400,61000,59400,59600,51026,3054020400,-0.83
009070,7400,7490,7010,7010,1035724,7460695850,-3.44
009440,5020,5050,4900,4930,85727,424767950,-1.79
119650,6790,6820,6600,6600,88392,589269990,-2.65
092220,2700,2790,2655,2720,13818659,37617866040,0.37
016380,11200,11600,11200,11450,389925,4452201800,2.23
016385,102500,103500,101500,102000,96,9829000,0.99
001390,38500,39200,35500,35950,1091642,39689170700,-6.62
033180,3055,3200,3055,3115,875972,2741494355,0.97
001940,17300,17500,16800,16900,15939,272097600,-2.03
025000,58500,58600,57900,58500,3907,227016500,0.0
092230,66200,66400,64700,64700,4218,275702300,-2.27
000040,998,1000,979,985,230532,227814667,-0.3
044450,11700,11850,11600,11700,68121,794742300,-0.85
030200,30700,30950,30600,30950,449105,13821223200,1.14
033780,86600,86900,85900,86200,468303,40411475900,-0.46
030210,6500,6540,6330,6350,152559,976304400,-2.01
058850,2615,2640,2560,2585,78811,204721880,-0.96
058860,2480,2500,2465,2475,60782,150621405,0.0
093050,19150,19200,18800,18900,45127,854355400,-1.05
003550,93700,95100,93000,94000,122675,11539424800,0.43
034220,20400,20600,20250,20500,1571844,32134219500,0.74
051900,1235000,1239000,1213000,1219000,24750,30199186000,-0.49
051905,637000,638000,630000,630000,1381,875015000,-1.1
003555,66900,67300,66600,67000,2204,147447000,-0.15
032640,14250,14450,14250,14350,916910,13136611650,0.35
011070,216000,218500,212500,213500,126974,27201724000,-1.39
066570,123000,125000,122000,123000,497844,61224313000,0.41
066575,63400,64100,60300,62300,38561,2414203400,-1.42
037560,6900,6970,6760,6770,282162,1930978250,-2.45
051910,771000,778000,759000,769000,214251,164283129000,-0.26
051915,356000,357500,350500,350500,8789,3102115000,-1.41
079550,47300,49100,47300,49100,134604,6523855600,3.37
006260,60500,61900,60000,60300,108818,6588118600,-0.17
010120,60300,62400,60300,61900,99705,6148403100,3.17
000680,3340,3360,3235,3290,67489,223077020,-1.5
229640,8360,8460,8250,8260,100603,837048900,-0.96
001120,27200,27400,26550,26700,336420,9016856200,-1.48
108670,69400,70700,68300,69200,46625,3245228100,-0.29
108675,32650,32800,32000,32100,1547,49989450,-0.62
383800,8930,9020,8800,8860,231454,2050169600,-0.67
38380K,13600,13600,13400,13550,3666,49418500,0.37
023150,10200,10650,10150,10350,162266,1687203000,1.47
035420,409500,419000,408500,417500,542759,225068307000,2.33
181710,78900,88300,78700,87900,1006913,85283174200,12.26
005940,13000,13100,12950,12950,465469,6042291600,-0.38
005945,12400,12450,12350,12350,38858,481480550,-0.4
338100,4930,4930,4880,4905,20673,101121340,0.51
034310,17100,17250,16750,16750,97328,1637416050,-2.33
008260,3845,3860,3685,3715,140038,525502445,-3.38
004250,5890,5960,5730,5840,165954,964928880,-1.35
004255,3160,3160,3095,3100,20820,64831585,-2.21
010060,122000,122500,119000,121000,201408,24229430500,0.41
178920,44600,45300,43850,43900,128027,5671441550,-1.24
005490,285000,289000,284000,285000,299852,85751334500,0.18
010950,101500,102000,99900,100000,186548,18730386300,-0.99
010955,61200,61300,60600,61100,3095,189015200,0.0
034120,51600,52400,50700,51100,92340,4751630800,-0.58
101060,1985,1990,1950,1955,309200,607500935,-1.51
005090,47250,47250,46000,46350,25004,1156799100,-1.38
001380,2060,2085,2005,2025,178640,363769400,-2.41
004060,700,703,636,670,1756022,1194689850,-4.01
001770,27700,28650,27550,28450,8911,248714900,2.71
002360,1020,1030,1010,1010,1631440,1659109765,-0.49
