ticker,Open,High,Low,Close,Volume,Money,Change
095570,4215,4265,4150,4185,184672,771860860,-0.24
006840,30100,30200,29000,29950,170870,5057877250,-0.5
027410,6170,7270,6080,6780,16025304,107558313580,13.95
282330,155000,161500,153500,160500,124596,19769608000,3.22
138930,5620,5630,5560,5580,1794875,10032706460,-0.89
001460,318000,318000,311500,316500,557,175081000,-0.47
001465,152000,152000,148500,151000,222,33381500,1.0
001040,109000,109000,103500,104500,217996,22916667500,-3.24
079160,30350,30350,29500,29800,550420,16411466900,-0.5
00104K,83800,83800,80700,81000,28793,2352417200,-3.11
000120,172000,172000,169000,169500,62947,10696673500,-1.45
011150,5040,5040,4880,4885,476671,2348541520,-2.3
011155,39950,39950,38250,39750,878,34390950,-0.5
001045,65800,66300,64500,64700,14271,928823100,-1.52
097950,469000,469500,458000,461000,104761,48363364000,-2.12
097955,231000,231500,224000,230000,25372,5789765000,2.68
000590,59200,59500,58100,58300,6304,368902200,-1.85
012030,899,900,881,898,1742094,1553526562,1.93
016610,5310,5310,5120,5130,124629,645908490,-3.02
005830,40650,40650,39800,39800,282244,11284967550,-1.85
000990,70700,70700,66700,67300,1724188,117689654400,-4.27
000995,132000,132000,125000,127000,4369,564991000,-4.15
139130,6920,6940,6840,6860,522980,3588814010,-0.87
001530,196000,199000,187500,198500,25684,4924590000,1.53
000210,75000,75200,70100,70100,921840,66501301100,-6.03
000215,43550,43550,41300,41400,74437,3111876250,-3.61
375500,130000,131500,126000,126500,934050,120027548000,-0.78
37550K,88300,89200,81000,81000,209696,17456316000,-7.64
004840,7680,7680,7410,7500,77739,583040710,-1.83
155660,6010,6120,5840,6010,133440,793540370,0.0
069730,5200,5260,5070,5110,146526,751866490,-1.73
017940,41600,41600,41000,41350,19642,809045600,-0.6
365550,5310,5410,5290,5400,506936,2710939910,1.89
007700,105500,107000,100000,101500,114658,11765891500,-5.14
114090,16650,16700,16050,16100,566559,9180952600,-3.3
078930,38900,38950,38100,38100,440774,16899557300,-1.93
006360,42800,42800,41300,41500,1056251,44053041500,-1.89
001250,2395,2565,2380,2415,7257229,17952215495,2.11
007070,36550,36550,35900,36050,326436,11782596650,-1.1
078935,30700,30700,30100,30400,7689,232893450,-0.65
012630,11950,11950,11550,11600,569657,6643667600,-2.93
039570,11650,11700,11250,11450,73810,845950900,-0.87
089470,7230,7230,7000,7030,252732,1786433380,-2.77
294870,30900,31050,29500,29750,1265372,38034328050,-4.49
011200,14300,14500,13800,14050,6461281,90624135250,-2.77
082740,8100,8100,7860,7920,452815,3601728320,-0.38
003560,1665,1675,1635,1660,1886717,3113759235,0.0
175330,5600,5620,5540,5580,442495,2466131050,-0.36
234080,23000,23500,22650,22650,441232,10164201600,0.44
001060,32900,33250,32150,32200,146976,4803702900,-2.13
001067,55500,55900,54700,55500,486,26859400,0.0
001065,37350,37350,37250,37250,588,21955750,-0.27
096760,5530,5550,5440,5500,197024,1082213850,0.36
105560,43850,43850,43000,43000,2304802,99953250550,-2.49
002380,224000,226500,218000,218500,59845,13198939000,-1.13
009070,4315,4325,4150,4220,737247,3102788065,-1.17
009440,5490,5540,5430,5440,143913,788388610,-0.73
119650,11700,11900,11450,11450,576142,6694733850,-1.72
092220,3180,3205,3090,3125,7902569,24867805970,-0.64
016380,12050,12050,11500,11600,252547,2940529700,-3.33
016385,113000,118000,113000,117500,761,87932500,5.86
001390,24150,24150,23450,23450,143734,3396282550,-2.49
001940,14650,14750,14550,14700,25312,370440900,0.34
025000,56700,56700,55100,55700,13307,741134600,-0.54
092230,58000,58300,57600,57700,4914,284258900,-0.69
000040,1030,1030,1005,1005,841752,852514845,-2.43
044450,11200,11250,10950,11050,98381,1085487600,-0.9
030200,24800,24850,24050,24150,2453955,59707682050,-2.42
033780,82500,82600,81100,81200,840755,68664473800,-0.49
030210,3875,3890,3740,3770,320173,1213035830,-2.33
058850,2540,2545,2430,2455,806562,1997918310,-3.35
058860,2890,2910,2815,2820,246765,703538220,-2.76
093050,15350,15800,15050,15250,207265,3180608450,-0.65
003550,111000,112000,104000,104500,863557,92539642000,-5.43
034220,23650,24300,23300,24100,6844903,162475277600,2.34
001120,27750,27850,26800,27200,422060,11458842850,-1.98
051900,1692000,1706000,1611000,1626000,52449,86045910810,-2.98
051905,766000,784000,737000,755000,12400,9363526000,0.67
003555,79600,79700,76400,76700,77371,6000861200,-1.54
032640,12650,12700,12300,12350,5568987,69575451300,-1.2
011070,221000,238000,219000,224500,1625867,369892819000,6.65
066570,179000,181500,169000,170000,3706727,643397004500,-4.49
066575,90500,93700,88400,89300,1051326,95193406500,-0.78
108670,86700,102000,86700,88800,1622302,153600282200,5.34
108675,47600,50700,41200,41200,1258686,60712312900,5.64
037560,4930,4935,4765,4820,1524272,7357097600,-2.23
051910,994000,994000,955000,955000,476393,460566003000,-3.54
051915,497000,501000,490000,495500,66479,32870970500,-0.2
079550,40250,41400,39400,40500,353343,14262756550,-0.25
006260,73900,73900,70600,70700,476498,34027910600,-4.72
010120,69400,69500,67300,67300,213046,14479793900,-3.03
000680,2805,2845,2725,2750,187743,525117405,-2.83
229640,7890,7910,7730,7750,183912,1431197490,-1.65
023150,8960,9140,8750,9050,159122,1435208580,1.12
035420,350500,351000,338000,342000,1247284,427933056500,-2.01
181710,73100,73200,71500,71800,160416,11571739600,-1.78
005940,11900,11950,11500,11500,1186355,13851020200,-2.95
005945,8570,8630,8500,8520,156209,1333453660,-0.35
338100,4200,4225,4190,4210,41094,173140440,0.24
034310,17900,17950,17750,17900,94247,1679940600,0.28
008260,3200,3275,3115,3185,606895,1937908265,0.0
004250,3605,3730,3580,3660,750316,2753594940,2.23
004255,2310,2510,2300,2510,66994,159594685,9.37
010060,106500,109000,105000,106000,227709,24253036000,0.0
005490,265000,265000,256000,257500,524918,135817794000,-2.65
100840,16150,16300,15850,15950,70381,1126645450,-1.54
064960,76400,76400,73500,74700,190498,14200420900,-2.99
003570,6570,6870,6540,6730,172029,1159722450,2.59
036530,16700,16750,15950,16200,65867,1071684300,-3.86
010950,72600,72700,70300,70700,784230,55638583800,-2.62
010955,41450,41450,40000,40550,29080,1179217600,-1.46
034120,25250,25600,24950,25200,79963,2024100550,-0.2
101060,1910,1950,1890,1915,137987,264646290,0.26
005090,38350,38450,37400,37650,80767,3051139100,-1.57
004060,704,717,691,697,2292740,1614974315,-1.55
001380,2805,2885,2735,2755,1986832,5564733600,-0.72
002360,937,986,936,958,4444684,4277945026,2.24
009160,2820,2870,2800,2830,138509,392264010,-0.35
123700,4065,4065,3850,3885,138110,544974880,-4.78
025530,3695,3735,3600,3715,26992,99079710,0.54
034730,358500,360500,340000,340000,946865,326917447500,-4.23
011790,126500,130000,123000,130000,572105,72535772500,3.59
018670,107500,108500,105000,105500,31220,3307262000,-0.47
001740,5630,5720,5490,5490,2129290,11874566870,-1.79
001745,114500,115500,114500,115500,1292,148726000,0.87
006120,69700,71500,69200,69700,369786,26013661300,1.16
006125,57300,58400,56700,57100,56699,3266809600,1.42
210980,45000,45200,44150,44400,86655,3857631200,-1.0
068400,11350,11350,10750,10900,243391,2663358600,-4.39
326030,153000,155000,151500,152000,245969,37518856000,0.0
03473K,321000,322500,304500,313500,64085,20037967500,3.13
096770,289500,298500,284500,287500,1601489,465426033000,0.35
096775,200500,206500,197000,199500,77463,15546679000,0.76
001510,927,933,902,904,8621470,7892718515,-1.63
001515,5180,5180,5100,5100,29963,154251880,-0.58
285130,424500,449500,420000,439500,899309,394031245000,6.16
28513K,188000,194000,186000,190000,132736,25246061000,3.54
017670,261000,261500,254000,254000,463678,119026267000,-3.42
000660,134000,134000,128500,129000,6270106,816274767458,-4.44
005610,76300,76800,73700,74100,36674,2736395700,-2.63
011810,5780,5850,5650,5730,41426,237802830,0.53
077970,7520,7520,7350,7350,22942,169910820,-1.47
071970,4065,4080,3930,3975,141472,564997555,-1.85
084870,1810,1825,1765,1825,40339,72469825,0.83
002710,5310,5310,5200,5250,269944,1412527380,0.0
024070,5100,5990,4590,4765,8324588,42959943855,1.49
037270,7090,7620,6980,7560,4225913,31031709400,5.73
000500,23900,24050,23550,23850,15845,376825150,0.42
000860,22800,23700,22450,22600,27963,638418100,-0.44
035250,25450,25450,24650,24750,1021652,25448932050,-2.56
011420,1555,1560,1525,1525,139237,214250635,-1.93
002100,13500,13500,13150,13300,92616,1231573400,-1.85
009450,51000,51000,49950,50400,79749,4014961450,-0.98
267290,19050,19050,18500,18650,19036,355486700,-1.32
012320,30300,30650,29500,29550,9012,268961000,-2.48
000050,12950,13050,12700,12800,46806,601216950,-0.78
214390,16500,16900,16150,16200,255945,4233593350,-0.61
012610,7550,7700,7440,7570,1268143,9608973610,1.34
009140,28700,28900,27700,28000,8237,232648700,-1.93
013580,33600,33600,32100,32500,79457,2583827600,-1.81
012200,4910,5200,4860,4950,4020400,20455800265,2.7
012205,7140,7490,7140,7240,5014,36918860,1.54
002140,4480,4495,4295,4340,405182,1771911015,-3.13
010130,429000,429000,413500,413500,101968,42811185000,-3.5
002240,15000,15150,14850,15100,30669,459520150,0.67
009290,9670,9680,9490,9540,328636,3136712950,-0.93
017040,2210,2285,2175,2175,777834,1725043575,-0.91
017900,2655,2675,2585,2675,681625,1797667815,2.1
037710,161500,162000,157500,158000,2404,381923000,-1.56
030610,7840,7840,7650,7680,147909,1142815280,-1.54
339770,18150,18750,18100,18200,219910,4048971000,0.55
007690,52000,52700,51200,51600,29982,1544478300,-0.77
005320,4810,5080,4745,4900,1833691,8992862515,1.45
001140,1705,1710,1660,1660,582032,977833800,-2.64
002720,10100,10150,9680,9730,304858,3019534880,-2.7
083420,15950,16400,15900,15900,768315,12389532650,0.32
014530,3410,3435,3385,3420,106801,365037355,0.29
014280,5650,5650,5420,5490,223197,1223613270,-1.79
014285,11200,11200,11050,11100,7857,87334000,-0.89
008870,71300,71300,69000,70400,3090,215805100,-0.98
001570,6570,6980,6500,6790,1055261,7068985430,2.57
002990,9320,9320,9170,9180,234825,2164717080,-1.5
002995,32200,32400,31850,32000,2177,70123250,-0.16
011780,201000,229000,197000,220500,922812,194530252500,12.21
011785,98200,119500,97000,112500,411345,43333997300,18.05
214330,2390,2685,2385,2550,26557433,68467620715,8.51
001210,3160,3160,3000,3050,43287,133146790,-1.61
073240,4225,4240,4095,4180,923787,3835131690,-1.07
092440,3850,3875,3835,3865,83507,321922070,0.39
000270,91700,92200,88700,89700,5807061,523904458500,-3.86
024110,8420,8440,8270,8280,3788576,31572584770,-1.66
013700,3235,3275,3185,3215,1613886,5196491895,0.31
004540,4385,4480,4345,4380,359240,1586800590,1.04
004545,19200,19200,18850,18900,4629,87602350,-1.05
001260,14000,14050,13450,13650,144427,1977983200,-2.5
008350,4570,4570,4440,4445,1387396,6211082460,-1.33
008355,41100,41100,40050,40200,2434,98758000,-2.19
004270,4270,4350,4140,4170,1114652,4736042650,-2.34
003920,305500,307000,299000,302500,1925,579841500,-0.82
003925,184000,185000,183500,185000,383,70499500,0.0
025860,9320,9370,9060,9120,590798,5404052560,-2.04
005720,4975,4975,4715,4760,73726,353959940,-2.06
005725,2990,3000,2990,3000,3386,10146140,0.33
002350,6890,7000,6560,6640,1141509,7713095400,-3.63
002355,2720,2720,2660,2670,18768,50652605,-1.29
003580,5260,5260,5100,5130,213620,1102910830,-1.91
251270,129500,129500,126000,127500,522203,66370308500,-1.92
090350,9940,10400,9860,9930,521007,5241711480,-0.1
090355,12300,12350,12250,12350,2616,32176400,-0.8
000320,11400,11750,11300,11500,114757,1320672550,1.32
000325,17400,17400,17100,17100,423,7263100,-1.72
006280,453500,538000,448000,505000,1619316,814748975500,9.31
005250,48100,52900,47100,49450,4500104,226435746000,1.23
005257,113000,127500,112000,119000,13295,1609002500,2.59
004370,300500,301000,295500,298000,57534,17164823000,0.0
072710,76600,76600,75600,76300,16502,1252826600,-0.39
058730,5640,5730,5450,5460,240612,1341581700,-2.85
023590,25000,27350,24750,26350,4413622,115149759400,9.79
019680,3805,3835,3765,3820,143101,540914050,0.53
019685,2670,2670,2590,2645,65329,170653210,0.38
006370,8390,8390,7970,8000,23332,188626570,-4.65
008060,7260,7290,7140,7160,458865,3299458120,-1.38
00806K,8850,9070,8680,8830,58230,520902810,-0.23
353200,14950,15400,14800,15050,2182255,32867335800,1.01
35320K,9590,9680,9470,9570,66875,638953330,0.74
000490,8050,8090,7790,7870,310569,2454517190,-2.24
008110,5510,5580,5110,5160,262640,1399411970,-2.27
005750,6080,6130,5930,5980,74058,443632020,-1.64
001880,38750,38750,37300,37650,176697,6677257100,-2.96
006570,4215,4250,4100,4220,2394,10088770,-0.35
001680,29100,29150,28200,28400,381016,10870327500,-1.9
