Date,Open,High,Low,Close,Volume,Change
2019-10-18 00:00:00,3453,4488,3453,4489,2385,
2019-10-21 00:00:00,5833,5833,5833,5833,1858,0.2993985297393629
2019-10-22 00:00:00,7574,7574,7574,7575,6563,0.2986456368935368
2019-10-23 00:00:00,9819,9819,9490,9819,89947,0.2962376237623763
2019-10-24 00:00:00,11221,12721,11125,12721,205643,0.2955494449536613
2019-10-25 00:00:00,14752,16494,14752,16494,38942,0.2965961795456331
2019-10-28 00:00:00,0,0,0,16494,0,0.0
2019-10-29 00:00:00,21427,21427,13156,13834,974821,-0.1612707651267128
2019-10-30 00:00:00,14075,17219,12430,15236,1116585,0.1013445135174209
2019-10-31 00:00:00,14801,17896,13350,13979,620535,-0.0825019690207403
2019-11-01 00:00:00,14510,15236,13350,13592,169834,-0.0276843837184348
2019-11-04 00:00:00,13543,13543,11898,12092,103828,-0.1103590347263095
2019-11-05 00:00:00,11898,11947,10157,10303,122333,-0.1479490572279193
2019-11-06 00:00:00,10157,11657,10012,10593,130653,0.028147141609240003
2019-11-07 00:00:00,10689,10786,9722,9819,47008,-0.0730671197960917
2019-11-08 00:00:00,9867,11318,9673,10061,220864,0.0246460943069559
2019-11-11 00:00:00,10012,10447,9722,10061,84930,0.0
2019-11-12 00:00:00,10205,10254,9673,10158,109586,0.0096411887486334
2019-11-13 00:00:00,10205,10447,9770,10158,124240,0.0
2019-11-14 00:00:00,10205,10205,9915,10206,74335,0.004725339633786
2019-11-15 00:00:00,10447,12382,10254,10496,911868,0.0284146580442876
2019-11-18 00:00:00,12624,12769,10738,11077,350891,0.0553544207317073
2019-11-19 00:00:00,10883,11076,10109,10641,170401,-0.0393608377719598
2019-11-20 00:00:00,10883,11221,9867,10061,104331,-0.0545061554365191
2019-11-21 00:00:00,9819,10109,9451,9490,48036,-0.0567538018089652
2019-11-22 00:00:00,9354,9528,8706,8813,54909,-0.0713382507903055
2019-11-25 00:00:00,8890,8929,8754,8794,19930,-0.0021559060478838
2019-11-26 00:00:00,8774,8803,8425,8668,34410,-0.014327950875597
2019-11-27 00:00:00,8638,8832,8445,8445,23474,-0.0257268112598061
2019-11-28 00:00:00,8667,8667,8164,8184,18860,-0.0309058614564831
2019-11-29 00:00:00,8203,8261,7971,8039,10084,-0.0177174975562072
2019-12-02 00:00:00,8029,8455,7671,7904,29625,-0.0167931334743127
2019-12-03 00:00:00,8010,10254,7787,10254,408850,0.2973178137651822
2019-12-04 00:00:00,10786,11608,8803,8832,723115,-0.1386775892334698
2019-12-05 00:00:00,8561,8706,7864,7933,115936,-0.1017889492753623
2019-12-06 00:00:00,8010,10254,7855,8445,682370,0.0645405269128955
2019-12-09 00:00:00,9093,9257,8290,8407,113689,-0.0044997039668442
2019-12-10 00:00:00,8445,10883,8445,9132,906068,0.0862376590936124
2019-12-11 00:00:00,9335,11221,9054,10545,1104170,0.15473061760841
2019-12-12 00:00:00,10496,10738,9964,10013,212820,-0.0504504504504504
2019-12-13 00:00:00,10641,11657,10205,11657,767760,0.1641865574752821
2019-12-16 00:00:00,12817,14946,12237,14704,2138358,0.2613880072059706
2019-12-17 00:00:00,13736,16300,13204,13350,1823761,-0.0920837867247007
2019-12-18 00:00:00,13156,14317,12479,12479,542862,-0.0652434456928838
2019-12-19 00:00:00,12817,13882,12430,13060,548535,0.0465582178059138
2019-12-20 00:00:00,12769,13156,11898,12044,206445,-0.0777947932618683
2019-12-23 00:00:00,11802,11947,10931,11077,160103,-0.0802889405513118
2019-12-24 00:00:00,10931,12963,10883,11754,966829,0.0611176311275616
2019-12-26 00:00:00,11560,12527,10931,11560,705928,-0.0165050195678067
2019-12-27 00:00:00,11898,12576,11753,11754,394788,0.0167820069204152
2019-12-30 00:00:00,11947,12334,11705,11705,155052,-0.004168793602178
2020-01-02 00:00:00,11657,12237,11657,11802,111180,0.0082870568133275
2020-01-03 00:00:00,12140,12237,11463,11851,141745,0.0041518386714116
2020-01-06 00:00:00,11608,11608,11125,11270,59989,-0.0490253987005315
2020-01-07 00:00:00,11415,11511,10883,11125,38009,-0.012866015971606002
2020-01-08 00:00:00,11125,11125,9819,10109,124364,-0.0913258426966292
2020-01-09 00:00:00,10544,11511,9964,10641,112737,0.0526263725393214
2020-01-10 00:00:00,10834,11608,10641,10786,183574,0.0136265388591296
2020-01-13 00:00:00,10883,10931,10254,10545,42634,-0.0223437789727424
2020-01-14 00:00:00,10834,11898,10834,10980,250005,0.0412517780938832
2020-01-15 00:00:00,11173,11270,10883,10980,44208,0.0
2020-01-16 00:00:00,11125,11125,10738,10883,44346,-0.0088342440801457
2020-01-17 00:00:00,10931,10979,10641,10883,29120,0.0
2020-01-20 00:00:00,10883,10931,10544,10738,30774,-0.0133235321143067
2020-01-21 00:00:00,10931,11028,10447,10496,34573,-0.0225367852486496
2020-01-22 00:00:00,10496,11173,10447,10738,101240,0.0230564024390242
