Date,Open,High,Low,Close,Volume
2013-07-31,2040,2235,2005,2155,2728093
2013-08-31,2230,2280,1935,2015,2390062
2013-09-30,2015,2090,1960,2025,800985
2013-10-31,2020,2100,1980,2050,764646
2013-11-30,2055,2330,2040,2145,3948880
2013-12-31,2160,2470,2130,2155,11212008
2014-01-31,2155,2780,2125,2300,13043826
2014-02-28,2295,2650,2240,2395,11118318
2014-03-31,2385,2695,2355,2475,7191016
2014-04-30,2475,2765,2350,2455,6569389
2014-05-31,2450,2475,2290,2315,1477645
2014-06-30,2315,2350,2245,2295,774548
2014-07-31,2285,2500,2275,2445,1593355
2014-08-31,2440,2545,2400,2455,1010929
2014-09-30,2455,2550,2400,2465,1080453
2014-10-31,2465,2745,2360,2430,2163782
2014-11-30,2425,2440,2345,2390,1018296
2014-12-31,2390,2440,2270,2290,1451822
2015-01-31,2280,2550,2230,2320,4802682
2015-02-28,2305,2470,2290,2410,1758909
2015-03-31,2415,3540,2380,2890,30477334
2015-04-30,2920,3200,2710,2910,10630678
2015-05-31,2905,3290,2685,2885,6602360
2015-06-30,2885,3430,2695,3050,5178283
2015-07-31,3100,4280,2855,3135,8018488
2015-08-31,3135,3440,2450,2795,3059641
2015-09-30,2795,5300,2740,4120,35068343
2015-10-31,4155,5230,3700,3740,29775129
2015-11-30,3720,4480,3415,3910,4269364
2015-12-31,3960,4140,3150,3330,2228000
2016-01-31,3280,3300,2855,3005,1440347
2016-02-29,3020,3595,2840,3315,2621691
2016-03-31,3350,3435,3150,3260,1350228
2016-04-30,3245,3640,3210,3485,1944614
2016-05-31,3500,3585,3240,3390,1124079
2016-06-30,3430,4520,3315,4095,23815050
2016-07-31,4150,4740,3900,4050,14960174
2016-08-31,4085,4525,3865,4050,4137714
2016-09-30,4050,5320,3990,4385,14106804
2016-10-31,4385,5190,3695,3760,10709295
2016-11-30,3710,4450,3550,4080,5643231
2016-12-31,4210,5700,4180,4850,39986834
2017-01-31,4810,5180,4255,4380,6340959
2017-02-28,4400,4510,3850,3955,2256187
2017-03-31,3985,4850,3710,4345,6976690
2017-04-30,4340,4770,4000,4030,6391674
2017-05-31,4050,4070,3800,3865,1211116
2017-06-30,3885,3960,3685,3710,1382603
2017-07-31,3730,3975,3395,3620,5164498
2017-08-31,3605,3670,3290,3435,1214970
2017-09-30,3435,3465,2905,3140,889449
2017-10-31,3140,3250,3040,3185,600773
2017-11-30,3205,3375,3130,3245,1005250
2017-12-31,3280,3490,3135,3460,1695206
2018-01-31,3460,3700,3300,3565,2555861
2018-02-28,3545,3585,3095,3185,1002067
2018-03-31,3165,3255,2990,3080,650661
2018-04-30,3070,3185,2840,3100,948927
2018-05-31,3180,3500,3050,3190,1821604
2018-06-30,3220,3280,2750,2880,664964
2018-07-31,2855,3350,2550,2870,6290616
2018-08-31,2870,3060,2800,2900,787956
2018-09-30,2915,3675,2915,3130,13066800
2018-10-31,3140,3195,1960,2240,2361898
2018-11-30,2295,2590,2200,2430,1020725
2018-12-31,2445,2750,2390,2560,1520250
2019-01-31,2560,3170,2560,2785,6497991
2019-02-28,2775,3105,2690,2805,1617082
2019-03-31,2805,3770,2715,3045,15702023
2019-04-30,3100,4900,3070,3890,78736366
2019-05-31,3875,4200,2950,3240,14647327
2019-06-30,3240,3685,3105,3275,4053898
2019-07-31,3300,3420,2600,2800,2590231
2019-08-31,2800,3005,2400,2765,2293067
2019-09-30,2755,3290,2720,2940,13067618
2019-10-31,2955,3440,2885,3225,6687974
2019-11-30,3245,3375,2960,3115,3025645
2019-12-31,3095,3255,2990,3095,1681710
2020-01-31,3095,4045,2920,3085,16426336
2020-02-29,3000,3410,2740,2765,2782500
2020-03-31,2720,3270,1700,2290,5276745
2020-04-30,2325,3275,2215,3075,22931278
2020-05-31,3055,4600,3055,3775,68638200
2020-06-30,3770,4575,3460,3560,59838391
2020-07-31,3610,4150,3485,3895,13074838
2020-08-31,3895,4140,3305,3685,7499745
2020-09-30,3645,4140,3535,3980,13429726
2020-10-31,4000,8150,3940,6150,240586854
2020-11-30,6210,8750,6210,7360,79829747
2020-12-31,7390,7890,6200,6530,17881954
2021-01-31,6530,6820,5850,5950,10440930
2021-02-28,5910,12550,5800,10900,144682604
2021-03-31,11000,14050,9710,11200,79400077
2021-04-30,11350,11950,9910,10200,16469010
2021-05-31,10150,11850,8730,10400,29376445
2021-06-30,10300,10700,9690,9930,4946187
2021-07-31,9930,11400,9030,9050,13621413
2021-08-31,9180,9650,7390,8110,2289054
2021-09-30,8240,8380,7410,7420,1116952
2021-10-31,7410,7520,6410,7150,1350713
2021-11-30,7140,7940,6860,7480,2621621
