Date,Open,High,Low,Close,Volume,Change
2016-12-15 00:00:00,15826,16402,15275,15952,121867,
2016-12-16 00:00:00,16026,16202,15826,16077,60990,0.0078360080240722
2016-12-19 00:00:00,15951,16227,15926,15952,17501,-0.0077750824158736
2016-12-20 00:00:00,15575,16001,15575,15776,15929,-0.0110330992978936
2016-12-21 00:00:00,15676,15951,15601,15626,10451,-0.0095081135902637
2016-12-22 00:00:00,15651,15826,15626,15676,4592,0.0031997952131064
2016-12-23 00:00:00,15676,15876,15525,15551,17420,-0.0079739729522837
2016-12-26 00:00:00,15575,15751,15575,15676,9668,0.0080380682914282
2016-12-27 00:00:00,15651,15926,15651,15902,5926,0.014416943097728997
2016-12-28 00:00:00,15801,17278,15801,16678,35229,0.0487988932209784
2016-12-29 00:00:00,16777,16903,16602,16878,9861,0.0119918455450294
2017-01-02 00:00:00,16978,17253,16602,16778,6669,-0.0059248726152387
2017-01-03 00:00:00,16727,16777,16502,16628,4951,-0.0089402789367027
2017-01-04 00:00:00,16627,16752,16427,16703,4247,0.0045104642771229
2017-01-05 00:00:00,16677,17028,16627,16728,3836,0.0014967371130933
2017-01-06 00:00:00,16702,16727,16477,16628,2161,-0.0059780009564801
2017-01-09 00:00:00,16627,16627,16252,16402,1813,-0.0135915323550637
2017-01-10 00:00:00,16277,16352,15876,16352,7675,-0.0030484087306426
2017-01-11 00:00:00,15951,16277,15851,15952,8222,-0.0244618395303326
2017-01-12 00:00:00,15876,16001,15250,15376,22579,-0.0361083249749247
2017-01-13 00:00:00,15676,15676,15375,15426,3755,0.0032518210197711
2017-01-16 00:00:00,15525,15525,15125,15376,20686,-0.0032412809542331
2017-01-17 00:00:00,15375,15425,15150,15351,4341,-0.0016259105098855
2017-01-18 00:00:00,15450,15550,15375,15451,2295,0.0065142336004169
2017-01-19 00:00:00,15375,15575,15275,15451,1532,0.0
2017-01-20 00:00:00,15550,15550,15250,15351,2046,-0.0064720730049835
2017-01-23 00:00:00,15250,15275,15000,15125,8910,-0.0147221679369422
2017-01-24 00:00:00,15025,15400,14874,15275,8152,0.0099173553719007
2017-01-25 00:00:00,15150,15475,15050,15200,3119,-0.0049099836333879
2017-01-26 00:00:00,15400,15450,15275,15326,1600,0.0082894736842105
2017-01-31 00:00:00,15325,15425,15175,15326,701,0.0
2017-02-01 00:00:00,15325,15375,15175,15326,2120,0.0
2017-02-02 00:00:00,15225,15400,15175,15301,990,-0.0016312149288790002
2017-02-03 00:00:00,15125,15200,14924,15050,9533,-0.0164041565910725
2017-02-06 00:00:00,15200,15250,14799,15175,5304,0.0083056478405316
2017-02-07 00:00:00,15250,15300,14924,15125,1260,-0.0032948929159802
2017-02-08 00:00:00,15300,15300,15100,15175,3059,0.0033057851239668
2017-02-09 00:00:00,15275,15325,15125,15275,3345,0.0065897858319605
2017-02-10 00:00:00,15275,15475,15150,15275,935,0.0
2017-02-13 00:00:00,15125,15626,15125,15376,3375,0.0066121112929624
2017-02-14 00:00:00,15300,15525,15300,15476,3959,0.0065036420395421
2017-02-15 00:00:00,15475,15776,15375,15776,11856,0.0193848539674335
2017-02-16 00:00:00,15751,15926,15601,15676,2837,-0.0063387423935091
2017-02-17 00:00:00,15951,15951,15225,15301,15786,-0.0239219188568512
2017-02-20 00:00:00,15200,15350,15050,15050,15615,-0.0164041565910725
2017-02-21 00:00:00,15050,15075,14949,15075,7337,0.0016611295681063
2017-02-22 00:00:00,15275,15275,15025,15025,4373,-0.0033167495854062
2017-02-23 00:00:00,15075,15175,14874,14975,13185,-0.0033277870216306
2017-02-24 00:00:00,14874,15250,14874,15025,9720,0.0033388981636059
2017-02-27 00:00:00,14924,15200,14924,14975,6456,-0.0033277870216306
2017-02-28 00:00:00,14924,15025,14874,15000,9075,0.0016694490818029
2017-03-02 00:00:00,15050,15150,14700,14900,7331,-0.0066666666666667
2017-03-03 00:00:00,14900,14950,14450,14950,11422,0.0033557046979866
2017-03-06 00:00:00,14950,15150,14650,14900,2165,-0.0033444816053511
2017-03-07 00:00:00,14800,15050,14700,15000,4327,0.0067114093959732
2017-03-08 00:00:00,15000,15000,14650,14850,8918,-0.01
2017-03-09 00:00:00,14850,17050,14850,15000,81934,0.0101010101010101
2017-03-10 00:00:00,15100,15250,14700,15150,6668,0.01
2017-03-13 00:00:00,15300,15300,15050,15200,536,0.0033003300330032
2017-03-14 00:00:00,15200,15200,14900,14900,1696,-0.0197368421052631
2017-03-15 00:00:00,15300,15300,14800,14900,367,0.0
2017-03-16 00:00:00,14900,15200,14850,15000,2782,0.0067114093959732
2017-03-17 00:00:00,15250,15300,14900,15300,5879,0.02
2017-03-20 00:00:00,15300,15300,14950,15000,2756,-0.0196078431372549
2017-03-21 00:00:00,15000,15200,14800,14850,13858,-0.01
2017-03-22 00:00:00,15000,15300,14850,14900,7659,0.0033670033670034
2017-03-23 00:00:00,14850,14900,14450,14500,46343,-0.0268456375838925
2017-03-24 00:00:00,14500,14500,13900,14200,18273,-0.0206896551724138
2017-03-27 00:00:00,14000,14450,13850,14000,17614,-0.0140845070422535
2017-03-28 00:00:00,14200,14200,13750,14000,13356,0.0
2017-03-29 00:00:00,14000,14100,13750,14000,14909,0.0
2017-03-30 00:00:00,14200,14200,13800,13900,8680,-0.0071428571428571
2017-03-31 00:00:00,14250,14250,13900,14150,5580,0.0179856115107914
2017-04-03 00:00:00,14200,14350,13900,14350,6060,0.0141342756183746
2017-04-04 00:00:00,14350,14750,14050,14600,8288,0.0174216027874565
2017-04-05 00:00:00,14150,14800,14150,14600,4719,0.0
2017-04-06 00:00:00,14250,14600,14250,14600,8920,0.0
2017-04-07 00:00:00,14750,15000,14600,15000,10108,0.0273972602739727
2017-04-10 00:00:00,15200,15200,14350,14950,5701,-0.0033333333333332
2017-04-11 00:00:00,14950,15000,14450,14850,4316,-0.0066889632107023
2017-04-12 00:00:00,14850,14950,14550,14850,2429,0.0
2017-04-13 00:00:00,14850,14900,14550,14800,2576,-0.0033670033670033
2017-04-14 00:00:00,14950,14950,14450,14700,4227,-0.0067567567567567
2017-04-17 00:00:00,14450,14850,14450,14700,2908,0.0
2017-04-18 00:00:00,14600,14950,14600,14900,2887,0.0136054421768707
2017-04-19 00:00:00,14900,15200,14900,15050,5797,0.0100671140939596
2017-04-20 00:00:00,15000,15050,14750,14950,2050,-0.0066445182724252
2017-04-21 00:00:00,15150,15150,14750,14950,5157,0.0
2017-04-24 00:00:00,14950,14950,14500,14800,3768,-0.0100334448160535
2017-04-25 00:00:00,15000,15100,14400,15100,6342,0.0202702702702701
2017-04-26 00:00:00,15300,15400,14950,15000,3078,-0.0066225165562914
2017-04-27 00:00:00,14850,14900,14700,14900,2032,-0.0066666666666667
2017-04-28 00:00:00,14550,14950,14550,14900,2726,0.0
2017-05-02 00:00:00,14600,14800,14400,14650,7372,-0.0167785234899329
2017-05-04 00:00:00,14850,14850,14550,14750,2948,0.006825938566553
2017-05-08 00:00:00,14750,15100,14550,15100,9587,0.0237288135593221
2017-05-10 00:00:00,15100,15100,14800,14950,5673,-0.0099337748344371
2017-05-11 00:00:00,15150,15150,14800,14900,1445,-0.0033444816053511
2017-05-12 00:00:00,14800,15000,14300,14450,25655,-0.0302013422818792
2017-05-15 00:00:00,14700,14700,14300,14400,3181,-0.0034602076124568
2017-05-16 00:00:00,14350,14400,14350,14400,2360,0.0
2017-05-17 00:00:00,14350,14650,14150,14200,14015,-0.0138888888888888
2017-05-18 00:00:00,14050,14100,13800,14050,19652,-0.0105633802816901
2017-05-19 00:00:00,14600,14600,13900,14100,1080,0.00355871886121
2017-05-22 00:00:00,14200,15000,13900,14050,2879,-0.00354609929078
2017-05-23 00:00:00,14050,14450,13900,14200,2383,0.0106761565836299
2017-05-24 00:00:00,13900,14200,13900,14200,913,0.0
2017-05-25 00:00:00,14150,14250,13900,14050,3671,-0.0105633802816901
2017-05-26 00:00:00,13900,14300,13800,13850,7153,-0.0142348754448398
2017-05-29 00:00:00,13800,14000,13750,13800,4129,-0.0036101083032491
2017-05-30 00:00:00,13750,14000,13750,13900,1228,0.0072463768115942
2017-05-31 00:00:00,14000,14200,13900,14100,1569,0.014388489208633
2017-06-01 00:00:00,14100,14100,13950,14100,3824,0.0
2017-06-02 00:00:00,14000,14300,14000,14100,11919,0.0
2017-06-05 00:00:00,14250,14400,14100,14300,2481,0.0141843971631205
2017-06-07 00:00:00,14400,14500,14150,14350,5508,0.0034965034965035
2017-06-08 00:00:00,14350,14550,14200,14450,6569,0.0069686411149825
2017-06-09 00:00:00,14450,14600,14350,14600,7133,0.0103806228373701
2017-06-12 00:00:00,14800,15100,14500,14700,10535,0.0068493150684931
2017-06-13 00:00:00,14550,14850,14550,14750,2870,0.0034013605442175
2017-06-14 00:00:00,14600,14900,14550,14700,2375,-0.0033898305084745
2017-06-15 00:00:00,14900,14900,14400,14650,9138,-0.0034013605442176
2017-06-16 00:00:00,14500,14750,14400,14650,2916,0.0
2017-06-19 00:00:00,14250,14700,14250,14500,5848,-0.0102389078498293
2017-06-20 00:00:00,14400,14400,14000,14100,8610,-0.0275862068965517
2017-06-21 00:00:00,14400,14400,13950,14150,4845,0.00354609929078
2017-06-22 00:00:00,13950,14100,13750,13750,10496,-0.028268551236749
2017-06-23 00:00:00,13900,14200,13900,14000,515,0.018181818181818
2017-06-26 00:00:00,14000,14000,13700,13950,1504,-0.0035714285714285
2017-06-27 00:00:00,14000,14000,13750,13900,1116,-0.003584229390681
2017-06-28 00:00:00,13700,13900,13600,13650,3654,-0.0179856115107913
2017-06-29 00:00:00,13900,13900,13600,13700,1436,0.0036630036630036
2017-06-30 00:00:00,13800,14150,13650,13950,1100,0.0182481751824816
2017-07-03 00:00:00,14250,14250,13650,13850,2609,-0.0071684587813619
2017-07-04 00:00:00,13600,13850,13550,13700,5994,-0.0108303249097473
2017-07-05 00:00:00,13600,13800,13500,13700,10457,0.0
2017-07-06 00:00:00,13800,14000,13700,13950,9767,0.0182481751824816
2017-07-07 00:00:00,13700,13900,13700,13850,609,-0.0071684587813619
2017-07-10 00:00:00,13600,14200,13600,13850,234,0.0
2017-07-11 00:00:00,14000,14000,13650,13900,141,0.0036101083032491
2017-07-12 00:00:00,13650,13900,13550,13800,436,-0.0071942446043165
2017-07-13 00:00:00,13700,14000,13400,13650,8624,-0.0108695652173913
2017-07-14 00:00:00,13650,13650,13450,13500,5377,-0.0109890109890109
2017-07-17 00:00:00,13800,14000,13650,13900,10769,0.0296296296296296
2017-07-18 00:00:00,13500,14000,13500,13800,6277,-0.0071942446043165
2017-07-19 00:00:00,13500,14000,13500,14000,7521,0.0144927536231884
2017-07-20 00:00:00,14000,14000,13850,14000,44,0.0
2017-07-21 00:00:00,13700,14000,13600,14000,172,0.0
2017-07-24 00:00:00,14000,14050,13850,13950,3259,-0.0035714285714285
2017-07-25 00:00:00,13950,13950,13750,13850,242,-0.0071684587813619
2017-07-26 00:00:00,13800,13950,13450,13850,922,0.0
2017-07-27 00:00:00,13950,14200,13900,14150,8140,0.0216606498194946
2017-07-28 00:00:00,14150,14200,13850,14200,1565,0.0035335689045936
