Date,Open,High,Low,Close,Volume
2008-06-30,138097,162843,131839,142222,14220060
2008-07-31,143643,150044,125865,147911,17763500
2008-08-31,147199,158577,130417,135253,12480392
2008-09-30,131839,140515,117190,130702,17612721
2008-10-31,130986,135536,78364,109511,17815162
2008-11-30,109226,114204,76231,98844,14992463
2008-12-31,97847,111360,81351,100978,12854547
2009-01-31,103110,118897,102825,114489,9202845
2009-02-28,113066,129136,109510,120178,10056251
2009-03-31,118043,129422,0,128000,13245210
2009-04-30,0,142000,0,141500,13264042
2009-05-31,143000,155500,127500,153000,13997787
2009-06-30,154500,155000,131000,139500,11093697
2009-07-31,137500,152000,118000,152000,12637024
2009-08-31,153500,191500,147000,188500,16884027
2009-09-30,188500,255500,186000,219000,20813671
2009-10-31,222500,223000,198500,207500,16551764
2009-11-30,200500,211000,190000,209500,10514516
2009-12-31,208500,236500,208000,228500,10554867
2010-01-31,226000,237000,199500,200000,8909729
2010-02-28,203000,217500,196000,215000,4808132
2010-03-31,216000,245000,214000,240500,6500911
2010-04-30,238500,294500,236000,283000,8734024
2010-05-31,281000,297000,249500,273000,7885994
2010-06-30,271500,315000,267000,309500,5279935
2010-07-31,309500,342000,277000,329000,7363890
2010-08-31,334000,357000,311000,345000,6213279
2010-09-30,345000,361000,316000,333500,7832784
2010-10-31,337500,358500,301000,347000,8849805
2010-11-30,347000,407500,339000,388000,7533233
2010-12-31,386500,399000,363500,391000,6189984
2011-01-31,393000,425500,387500,420000,7017900
2011-02-28,421500,425000,365000,372000,4954670
2011-03-31,364500,460500,364500,460000,6197882
2011-04-30,455500,583000,440500,530000,7272387
2011-05-31,522000,542000,480000,535000,5914702
2011-06-30,534000,539000,442000,488000,5719723
2011-07-31,496500,509000,450000,470000,5490118
2011-08-31,475500,492500,301500,378500,14623781
2011-09-30,387000,394000,293000,321000,11045573
2011-10-31,298500,394000,276000,364000,9747076
2011-11-30,360000,376000,305500,322500,10024982
2011-12-31,346000,352500,304500,317500,10354885
2012-01-31,318000,389500,313500,374000,7500304
2012-02-29,375000,434000,373500,398500,6894567
2012-03-31,403000,408000,348500,370000,7421864
2012-04-30,374500,375000,277500,284500,9880958
2012-05-31,287000,308000,263500,291000,13727048
2012-06-30,287000,300000,261500,292000,7592623
2012-07-31,296000,316500,283500,314000,8930000
2012-08-31,310000,331000,297000,301000,7080654
2012-09-30,302500,337000,294500,331500,5004981
2012-10-31,331500,340000,287500,306000,6357911
2012-11-30,303500,317500,288000,312000,4216052
2012-12-31,312000,340500,304000,330000,4092974
2013-01-31,334500,345000,301000,304500,4643353
2013-02-28,305500,308500,291000,296500,3788224
2013-03-31,295000,296500,265000,268000,6376068
2013-04-30,269000,270000,233000,260000,7726464
2013-05-31,258000,281500,254000,273500,5464510
2013-06-30,272500,279000,230000,253000,5119661
2013-07-31,249000,291000,248500,282000,5263054
2013-08-31,284000,294000,266500,287500,4369990
2013-09-30,287500,320000,287500,307500,4346830
2013-10-31,305000,324500,292000,299500,5157272
2013-11-30,304000,304000,272500,290500,4830050
2013-12-31,291500,299500,280000,299500,3225420
2014-01-31,300500,303000,256000,260000,4274525
2014-02-28,256000,261000,246000,254500,3775592
2014-03-31,253500,258500,235500,254000,4576331
2014-04-30,254000,278500,254000,263000,5086182
2014-05-31,265000,269500,249500,260000,2891374
2014-06-30,261000,298000,261000,296000,4207572
2014-07-31,297000,300000,278000,291000,4841389
2014-08-31,290000,294000,266500,269500,3172903
2014-09-30,269500,278000,250500,255500,3407755
2014-10-31,251500,258500,181000,200000,10178655
2014-11-30,200500,226500,172500,206500,7048927
2014-12-31,201500,203000,179000,181000,4838350
2015-01-31,179500,202000,163000,198500,6237330
2015-02-28,202500,233500,201500,230000,4737022
2015-03-31,233000,242500,219500,226000,4629359
2015-04-30,228000,290000,222000,273000,6168244
2015-05-31,277500,286000,249500,249500,3286805
2015-06-30,253000,288500,248500,278500,4040757
2015-07-31,280000,284500,228500,250000,5202257
2015-08-31,245000,248000,206500,234000,5200185
2015-09-30,240000,285500,215000,285500,5087070
2015-10-31,282500,322000,270000,304500,5582113
2015-11-30,303500,335000,286500,318000,4725117
2015-12-31,318000,343500,304500,328500,4153726
2016-01-31,332500,344500,273000,295500,6468334
2016-02-29,290000,310000,274000,300000,3908305
2016-03-31,305000,335500,292000,327500,4569189
2016-04-30,325500,341000,295500,297000,4592482
2016-05-31,295000,299000,268000,271000,4169375
2016-06-30,270000,276500,230000,260000,6151960
2016-07-31,259000,265000,238500,243500,4706596
2016-08-31,244000,276000,244000,270500,4874532
2016-09-30,271500,271500,227500,241500,6201547
2016-10-31,243000,254500,230000,246500,5556723
2016-11-30,245500,255000,215500,226500,5285055
2016-12-31,230000,267000,227000,261000,4722105
2017-01-31,250000,287500,247500,262000,5095836
2017-02-28,265000,285000,265000,283000,4609824
2017-03-31,286000,300000,264000,294000,6267909
2017-04-30,296000,297000,270500,274000,3990842
2017-05-31,273500,311000,273500,302000,4830662
2017-06-30,301000,305500,270000,291000,5966956
2017-07-31,294000,338000,285500,328000,6148502
2017-08-31,328500,383000,325000,379000,5551799
2017-09-30,378000,411000,362500,392000,5776987
2017-10-31,396500,409000,367500,403500,5191064
2017-11-30,407000,426000,388500,417500,5742678
2017-12-31,412000,422500,388000,405000,4007773
2018-01-31,407000,447500,395000,432000,4028636
2018-02-28,434500,440000,361500,383000,4653427
2018-03-31,385000,420000,372500,385500,3894100
2018-04-30,394000,398500,350500,360000,4140320
2018-05-31,356000,358500,326500,338500,5359623
2018-06-30,338000,383500,323000,333500,5907232
2018-07-31,332500,380500,312000,375000,6754396
2018-08-31,376500,393000,351000,366000,5539195
2018-09-30,365500,373000,338000,365500,3873620
2018-10-31,365500,373000,302000,347000,5469695
2018-11-30,350000,363500,321500,345500,4842797
2018-12-31,351500,366000,337500,347000,3860539
2019-01-31,351000,385000,321500,368000,4385046
2019-02-28,369500,395000,366000,390500,3635159
2019-03-31,395000,400000,358000,366000,4036315
2019-04-30,367000,390000,354000,361000,4281406
2019-05-31,357500,366000,319000,333000,4196004
2019-06-30,330000,356000,328500,354500,3061399
2019-07-31,360000,361500,325000,337500,3503842
2019-08-31,338500,339000,301000,330500,2999891
2019-09-30,322000,330500,297500,299500,4188691
2019-10-31,299000,310500,286500,307500,4055533
2019-11-30,308000,325500,301000,306500,3466779
2019-12-31,308000,321000,292000,317500,3565344
2020-01-31,321000,359000,301500,337500,6191588
2020-02-29,328500,422500,325500,368000,10551353
2020-03-31,368500,412000,230000,305000,16474242
2020-04-30,305000,376500,280000,376500,10337323
2020-05-31,361000,416000,330000,390500,11089158
2020-06-30,391000,520000,389500,490500,15173513
2020-07-31,499000,580000,487500,568000,10339294
2020-08-31,578000,785000,577000,740000,18722042
2020-09-30,741000,774000,604000,654000,18533683
2020-10-31,670000,698000,605000,611000,8768134
2020-11-30,609000,833000,588000,800000,11489532
2020-12-31,808000,863000,777000,824000,8148365
2021-01-31,849000,1050000,835000,917000,11508278
2021-02-28,923000,1043000,825000,831000,8013276
2021-03-31,863000,975000,770000,805000,11116178
2021-04-30,817000,965000,801000,932000,8672901
2021-05-31,935000,941000,791000,819000,6296529
2021-06-30,818000,863000,795000,850000,5423854
2021-07-31,851000,880000,809000,842000,4590016
2021-08-31,848000,910000,752000,758000,7264591
2021-09-30,763000,783000,696000,776000,8250749
2021-10-31,778000,864000,722000,836000,5125775
2021-11-30,849000,856000,733000,758000,3170244
