Date,Open,High,Low,Close,Volume,Change
2003-07-25 00:00:00,12485,13954,12485,13953,639909,
2003-07-28 00:00:00,15606,15606,15202,15606,761767,0.1184691464201246
2003-07-29 00:00:00,15496,16047,14688,15496,729812,-0.0070485710624118
2003-07-30 00:00:00,15790,17332,15790,17332,2019566,0.1184821889519875
2003-07-31 00:00:00,17626,19131,17626,18984,2055562,0.0953150242326332
2003-08-01 00:00:00,19058,20049,18801,19094,1340917,0.0057943531394859
2003-08-04 00:00:00,19315,19645,18213,18433,646746,-0.0346182046716245
2003-08-05 00:00:00,18948,19242,18213,18984,507499,0.0298920414474042
2003-08-06 00:00:00,18397,18691,17736,17846,371877,-0.0599452170248629
2003-08-07 00:00:00,17993,19976,17993,19975,1394726,0.1192984422279501
2003-08-08 00:00:00,21298,22363,21004,22362,703856,0.1194993742177721
2003-08-11 00:00:00,24236,25043,23575,25043,2260679,0.1198908863250156
2003-08-12 00:00:00,25264,25484,23575,24859,1146388,-0.0073473625364373
2003-08-13 00:00:00,25557,26990,24309,24823,1451842,-0.0014481676656341
2003-08-14 00:00:00,24823,26145,24493,25484,804528,0.0266285299923458
2003-08-18 00:00:00,26108,26843,25154,26438,1031541,0.0374352534923874
2003-08-19 00:00:00,27173,27393,23868,23868,846329,-0.0972085634314244
2003-08-20 00:00:00,24603,26549,23942,25630,1222200,0.0738226914697504
2003-08-21 00:00:00,26145,26329,22583,23647,968325,-0.0773702692157627
2003-08-22 00:00:00,22914,24272,22767,23794,730918,0.0062164333742122
2003-08-25 00:00:00,23575,24272,22987,23060,553199,-0.0308481129696561
2003-08-26 00:00:00,23428,24529,23281,23684,755198,0.027059843885516004
2003-08-27 00:00:00,23795,24750,23171,24749,788849,0.0449670663739232
2003-08-28 00:00:00,24750,25337,23611,23978,671317,-0.0311527738494484
2003-08-29 00:00:00,24272,24603,23501,24455,362674,0.0198932354658436
2003-09-01 00:00:00,24603,24933,23648,23721,450759,-0.0300143120016356
2003-09-02 00:00:00,23758,24015,23024,23868,475783,0.0061970405969393
2003-09-03 00:00:00,23942,24052,22693,22950,476625,-0.0384615384615384
2003-09-04 00:00:00,23207,23464,22693,22766,494903,-0.0080174291938998
2003-09-05 00:00:00,23207,24566,23060,24308,815890,0.0677325836774136
2003-09-08 00:00:00,24089,24529,23538,23941,447276,-0.015097910153036
2003-09-09 00:00:00,24456,25043,23611,23721,495286,-0.0091892569232696
2003-09-15 00:00:00,23942,24089,22987,23574,313755,-0.0061970405969393
2003-09-16 00:00:00,23318,24419,23207,23427,381154,-0.0062356833799949
2003-09-17 00:00:00,23538,23795,22767,22766,383981,-0.0282153071242583
2003-09-18 00:00:00,22767,22877,20710,22105,691365,-0.0290345251691118
2003-09-19 00:00:00,22583,22840,21298,21297,322474,-0.0365528161049536
2003-09-22 00:00:00,21298,21298,19829,19902,306750,-0.0655021834061135
2003-09-23 00:00:00,19462,20857,18801,20783,897945,0.0442669078484574
2003-09-24 00:00:00,20417,20674,20123,20122,376729,-0.031804840494635
2003-09-25 00:00:00,18948,20857,18948,20857,1133785,0.0365271841765231
2003-09-26 00:00:00,21224,22289,21078,21518,1232313,0.0316919978903964
2003-09-29 00:00:00,21665,21996,20747,21738,381252,0.0102239985128729
2003-09-30 00:00:00,21885,22326,21004,21885,687845,0.0067623516422854
2003-10-01 00:00:00,20563,21996,20563,21885,342084,0.0
2003-10-02 00:00:00,22363,22583,21922,22399,494505,0.023486406214302
2003-10-06 00:00:00,22620,22840,22216,22472,372633,0.0032590740658065
2003-10-07 00:00:00,22767,22767,21885,21995,232962,-0.0212264150943396
2003-10-08 00:00:00,22179,23207,22179,22215,630600,0.0100022732439191
2003-10-09 00:00:00,22436,23501,22069,23501,460721,0.0578888138645059
2003-10-10 00:00:00,23795,25043,23391,23684,1045691,0.0077869026849921
2003-10-13 00:00:00,23354,24015,23244,23537,264895,-0.0062067218375274
2003-10-14 00:00:00,23868,24676,23648,24272,496405,0.0312274291540977
2003-10-15 00:00:00,24456,24896,24015,24051,288988,-0.0091051417270929
2003-10-16 00:00:00,23942,24162,23428,24015,279868,-0.0014968192590745
2003-10-17 00:00:00,23942,24015,23134,23133,180157,-0.0367270455965021
2003-10-20 00:00:00,22767,23942,22767,23868,216637,0.0317727921151602
2003-10-21 00:00:00,23905,24382,23134,23133,172469,-0.0307943690296631
2003-10-22 00:00:00,23464,24162,23024,23280,207821,0.006354558423031999
2003-10-23 00:00:00,22950,23207,21739,21738,243175,-0.0662371134020618
2003-10-24 00:00:00,21739,22179,21004,21518,187245,-0.0101205262673659
2003-10-27 00:00:00,21665,22032,21481,21554,168444,0.00167301793847
2003-10-28 00:00:00,21665,22620,21665,22142,257267,0.0272803191982926
2003-10-29 00:00:00,22546,22583,21481,21885,207460,-0.0116069009122933
2003-10-30 00:00:00,22253,22253,21224,21261,261614,-0.0285126799177518
2003-10-31 00:00:00,21151,21518,20674,20930,193843,-0.0155684116457363
2003-11-03 00:00:00,21224,22546,21188,22546,358821,0.0772097467749641
2003-11-04 00:00:00,22877,22987,22032,22032,231855,-0.022797835536237
2003-11-05 00:00:00,22767,23464,22326,22987,388329,0.0433460421205518
2003-11-06 00:00:00,23354,23575,22877,23133,276205,0.0063514160177491
2003-11-07 00:00:00,23575,24272,23281,23721,386586,0.025418233692128
2003-11-10 00:00:00,23721,24382,23721,24382,280407,0.0278656043168501
2003-11-11 00:00:00,24236,24786,23171,23721,299536,-0.0271101632351734
2003-11-12 00:00:00,24162,25925,24015,25777,592577,0.0866742548796424
2003-11-13 00:00:00,26145,26439,25080,25630,541363,-0.0057027582728789
2003-11-14 00:00:00,25704,26072,24750,24933,232204,-0.0271946937182988
2003-11-17 00:00:00,24676,25080,24015,24235,255062,-0.0279950266714795
2003-11-18 00:00:00,24089,24493,23721,24455,310790,0.0090777800701464
2003-11-19 00:00:00,23721,23978,23134,23133,239949,-0.0540584747495399
2003-11-20 00:00:00,23171,23501,22363,22362,196185,-0.0333290105044741
2003-11-21 00:00:00,22069,22693,21996,22215,190832,-0.0065736517306144
2003-11-24 00:00:00,22032,22840,21996,21995,231567,-0.0099032185460274
2003-11-25 00:00:00,22546,23354,22546,23133,234962,0.0517390315980905
2003-11-26 00:00:00,23354,23795,23207,23647,223185,0.022219340336316
2003-11-27 00:00:00,23648,24125,23134,24015,211549,0.0155622277667357
2003-11-28 00:00:00,24236,24382,23905,24015,176651,0.0
2003-12-01 00:00:00,24015,24346,23868,24125,220336,0.0045804705392462
2003-12-02 00:00:00,24382,24786,24162,24162,288703,0.0015336787564765
2003-12-03 00:00:00,24162,24493,23428,23868,206730,-0.0121678668984355
2003-12-04 00:00:00,23868,23868,22546,23023,407385,-0.0354030501089324
2003-12-05 00:00:00,23134,23207,22620,22803,188226,-0.0095556617295747
2003-12-08 00:00:00,22840,23207,22840,23097,194093,0.0128930403894225
2003-12-09 00:00:00,23207,23428,22877,23207,142776,0.0047625232714205
2003-12-10 00:00:00,22914,23060,22730,23023,144232,-0.0079286422200198
2003-12-11 00:00:00,23024,23905,23024,23831,298430,0.0350953394431654
2003-12-12 00:00:00,24125,24125,23611,24015,181541,0.0077210356258654
2003-12-15 00:00:00,24382,24382,23832,24162,184845,0.0061211742660836
2003-12-16 00:00:00,23538,23832,23097,23207,229132,-0.0395248737687277
2003-12-17 00:00:00,23207,23501,21518,22693,488877,-0.0221484896798379
2003-12-18 00:00:00,22399,22693,21628,22179,223404,-0.0226501564359054
2003-12-19 00:00:00,22032,22363,21224,21297,274211,-0.0397673474908697
2003-12-22 00:00:00,21004,21224,19976,20269,301912,-0.0482697093487345
2003-12-23 00:00:00,20490,21004,19866,20747,334475,0.0235828111895011
2003-12-24 00:00:00,20637,22032,20490,21665,323333,0.0442473610642502
2003-12-26 00:00:00,21408,21959,21004,21958,137617,0.0135241172397877
2003-12-29 00:00:00,21702,22546,21702,22546,121193,0.0267783951179525
2003-12-30 00:00:00,22693,23281,22399,23280,183788,0.0325556639758715
2004-01-02 00:00:00,23171,23244,22253,23133,127702,-0.0063144329896906
2004-01-05 00:00:00,23134,23134,21665,21922,250964,-0.0523494574849782
2004-01-06 00:00:00,22032,22106,21188,21775,233040,-0.0067055925554238
2004-01-07 00:00:00,21481,22216,21408,21738,267576,-0.0016991963260619
2004-01-08 00:00:00,21849,22363,21665,21665,208853,-0.0033581746250804
2004-01-09 00:00:00,21849,22253,21665,21995,203200,0.0152319409185321
2004-01-12 00:00:00,22289,22289,21592,21665,149655,-0.0150034098658785
2004-01-13 00:00:00,21739,22363,21702,22032,161894,0.0169397645972766
2004-01-14 00:00:00,22253,22767,22253,22693,278073,0.0300018155410313
2004-01-15 00:00:00,22840,23428,22473,22472,308830,-0.0097386859383951
2004-01-16 00:00:00,22546,23060,22289,22289,156566,-0.0081434674261302
2004-01-19 00:00:00,22546,22914,22326,22619,98579,0.0148055094441204
2004-01-20 00:00:00,22620,23281,22069,23280,92152,0.0292232194173041
2004-01-26 00:00:00,23060,23611,22693,23023,138039,-0.0110395189003436
