Date,Open,High,Low,Close,Volume,Change
2021-01-25 00:00:00,106500.0,106500.0,82000.0,87700.0,661571.0,
2021-01-26 00:00:00,88300.0,89200.0,81000.0,81000.0,209696.0,-0.0763968072976054
2021-01-27 00:00:00,82300.0,83600.0,76800.0,77700.0,94791.0,-0.0407407407407407
2021-01-28 00:00:00,74600.0,80200.0,73600.0,75900.0,89069.0,-0.0231660231660231
2021-01-29 00:00:00,76400.0,79000.0,70000.0,72300.0,79881.0,-0.0474308300395256
2021-02-01 00:00:00,71500.0,76100.0,71400.0,75900.0,54590.0,0.0497925311203319
2021-02-02 00:00:00,76300.0,79000.0,76200.0,76900.0,61409.0,0.0131752305665349
2021-02-03 00:00:00,77900.0,79000.0,76500.0,78100.0,58671.0,0.0156046814044212
2021-02-04 00:00:00,79400.0,80200.0,77000.0,77800.0,56016.0,-0.0038412291933418
2021-02-05 00:00:00,76700.0,77700.0,75600.0,76600.0,18355.0,-0.0154241645244216
2021-02-08 00:00:00,77400.0,77500.0,76000.0,77200.0,14484.0,0.0078328981723236
2021-02-09 00:00:00,77200.0,77800.0,75600.0,75600.0,12752.0,-0.0207253886010362
2021-02-10 00:00:00,76000.0,76000.0,71500.0,74700.0,21465.0,-0.0119047619047618
2021-02-15 00:00:00,74700.0,74700.0,73400.0,73700.0,14212.0,-0.0133868808567604
2021-02-16 00:00:00,74400.0,74700.0,73400.0,73700.0,11745.0,0.0
2021-02-17 00:00:00,74300.0,74300.0,72800.0,73200.0,10086.0,-0.0067842605156037
2021-02-18 00:00:00,72500.0,74000.0,72400.0,72900.0,18269.0,-0.0040983606557376
2021-02-19 00:00:00,72900.0,73100.0,71800.0,73100.0,12073.0,0.0027434842249656
2021-02-22 00:00:00,73900.0,74200.0,72000.0,72700.0,10657.0,-0.0054719562243502
2021-02-23 00:00:00,72000.0,72600.0,71800.0,71900.0,9281.0,-0.0110041265474553
2021-02-24 00:00:00,72600.0,72600.0,69500.0,69800.0,22101.0,-0.0292072322670375
2021-02-25 00:00:00,71600.0,76300.0,70000.0,75100.0,42865.0,0.0759312320916905
2021-02-26 00:00:00,71300.0,72100.0,69300.0,70800.0,59815.0,-0.0572569906790945
2021-03-02 00:00:00,72900.0,73000.0,68700.0,69300.0,51142.0,-0.0211864406779661
2021-03-03 00:00:00,69700.0,71000.0,68200.0,69300.0,28291.0,0.0
2021-03-04 00:00:00,69100.0,70900.0,68600.0,68800.0,26077.0,-0.0072150072150072
2021-03-05 00:00:00,68300.0,69000.0,67600.0,68200.0,14223.0,-0.0087209302325581
2021-03-08 00:00:00,69000.0,69500.0,67800.0,68300.0,14574.0,0.0014662756598239
2021-03-09 00:00:00,68700.0,69800.0,67800.0,69400.0,12272.0,0.0161054172767203
2021-03-10 00:00:00,70500.0,70500.0,68500.0,69300.0,8332.0,-0.0014409221902017
2021-03-11 00:00:00,69000.0,70000.0,69000.0,69700.0,9839.0,0.0057720057720058
2021-03-12 00:00:00,70200.0,70900.0,69600.0,70800.0,12836.0,0.0157819225251076
2021-03-15 00:00:00,71200.0,74200.0,71200.0,73800.0,36028.0,0.0423728813559323
2021-03-16 00:00:00,74100.0,75400.0,73600.0,73800.0,20998.0,0.0
2021-03-17 00:00:00,73800.0,74300.0,72500.0,73900.0,9742.0,0.0013550135501354
2021-03-18 00:00:00,74000.0,74800.0,73100.0,73500.0,10393.0,-0.0054127198917456
2021-03-19 00:00:00,71900.0,76200.0,71700.0,73700.0,8905.0,0.0027210884353741
2021-03-22 00:00:00,73800.0,74700.0,72700.0,73700.0,9151.0,0.0
2021-03-23 00:00:00,73300.0,74700.0,72800.0,73800.0,18556.0,0.0013568521031208
2021-03-24 00:00:00,73500.0,74100.0,72600.0,73800.0,14823.0,0.0
2021-03-25 00:00:00,74700.0,74700.0,73300.0,73800.0,11203.0,0.0
2021-03-26 00:00:00,74600.0,74600.0,73600.0,74300.0,11419.0,0.0067750677506774
2021-03-29 00:00:00,74900.0,75800.0,73500.0,74100.0,15012.0,-0.0026917900403768
2021-03-30 00:00:00,74100.0,74900.0,73400.0,73800.0,10983.0,-0.0040485829959514
2021-03-31 00:00:00,73700.0,74500.0,73200.0,73600.0,6097.0,-0.002710027100271
2021-04-01 00:00:00,73200.0,74000.0,72900.0,73400.0,8633.0,-0.0027173913043477
2021-04-02 00:00:00,74200.0,74300.0,72500.0,72900.0,13103.0,-0.0068119891008174
2021-04-05 00:00:00,73300.0,73800.0,72800.0,73200.0,8377.0,0.0041152263374486
2021-04-06 00:00:00,74100.0,74100.0,73100.0,73400.0,9369.0,0.0027322404371583
2021-04-07 00:00:00,73600.0,73700.0,72900.0,73700.0,13796.0,0.0040871934604904
2021-04-08 00:00:00,73900.0,76800.0,73400.0,75400.0,39535.0,0.0230664857530529
2021-04-09 00:00:00,75400.0,76400.0,74800.0,75800.0,11134.0,0.0053050397877985
2021-04-12 00:00:00,75800.0,76100.0,75100.0,75800.0,13231.0,0.0
2021-04-13 00:00:00,76500.0,77000.0,75300.0,76400.0,17033.0,0.0079155672823219
2021-04-14 00:00:00,76100.0,77700.0,76100.0,77400.0,17016.0,0.013089005235602
2021-04-15 00:00:00,78100.0,78500.0,76800.0,78400.0,22622.0,0.0129198966408268
2021-04-16 00:00:00,78500.0,79000.0,77600.0,78900.0,20571.0,0.0063775510204082
2021-04-19 00:00:00,79900.0,80000.0,78900.0,79900.0,31644.0,0.0126742712294043
2021-04-20 00:00:00,79900.0,82300.0,79800.0,82300.0,29249.0,0.0300375469336671
2021-04-21 00:00:00,82500.0,83000.0,80500.0,81700.0,25396.0,-0.0072904009720534
2021-04-22 00:00:00,81700.0,82300.0,81400.0,81600.0,20253.0,-0.0012239902080782
2021-04-23 00:00:00,81000.0,81500.0,79800.0,80000.0,21604.0,-0.0196078431372549
2021-04-26 00:00:00,80000.0,81300.0,79200.0,79900.0,17882.0,-0.0012499999999999
2021-04-27 00:00:00,80000.0,81800.0,79500.0,81400.0,21776.0,0.0187734668335419
2021-04-28 00:00:00,81400.0,81600.0,78600.0,79000.0,32236.0,-0.0294840294840295
2021-04-29 00:00:00,80100.0,80300.0,77100.0,79200.0,24678.0,0.0025316455696202
2021-04-30 00:00:00,79300.0,79400.0,77200.0,77600.0,16560.0,-0.0202020202020202
2021-05-03 00:00:00,77600.0,78600.0,77000.0,77200.0,9726.0,-0.0051546391752577
2021-05-04 00:00:00,77200.0,78000.0,75400.0,77500.0,11715.0,0.0038860103626943
2021-05-06 00:00:00,77500.0,79100.0,77000.0,78900.0,15701.0,0.0180645161290322
2021-05-07 00:00:00,79900.0,81200.0,78900.0,79800.0,25726.0,0.0114068441064638
2021-05-10 00:00:00,80300.0,81200.0,80000.0,80500.0,23189.0,0.0087719298245614
2021-05-11 00:00:00,79900.0,81000.0,79200.0,80500.0,15461.0,0.0
2021-05-12 00:00:00,80800.0,81200.0,78500.0,79100.0,22656.0,-0.017391304347826
2021-05-13 00:00:00,77500.0,79000.0,77300.0,78900.0,21459.0,-0.0025284450063211
2021-05-14 00:00:00,79200.0,79500.0,78000.0,78500.0,14510.0,-0.0050697084917616
2021-05-17 00:00:00,78800.0,79000.0,76400.0,77400.0,17080.0,-0.0140127388535031
2021-05-18 00:00:00,77900.0,78300.0,77000.0,77400.0,19106.0,0.0
2021-05-20 00:00:00,78000.0,78000.0,77000.0,77500.0,8367.0,0.0012919896640826
2021-05-21 00:00:00,78100.0,78600.0,76700.0,77000.0,8644.0,-0.0064516129032258
2021-05-24 00:00:00,78000.0,78000.0,76100.0,76600.0,5356.0,-0.0051948051948051
2021-05-25 00:00:00,77000.0,77600.0,76100.0,76400.0,8567.0,-0.0026109660574412
2021-05-26 00:00:00,76100.0,77100.0,76100.0,76200.0,4675.0,-0.0026178010471203
2021-05-27 00:00:00,76200.0,77900.0,76200.0,77000.0,10159.0,0.0104986876640419
2021-05-28 00:00:00,77800.0,78300.0,77000.0,77700.0,5869.0,0.009090909090909
2021-05-31 00:00:00,78700.0,78700.0,77500.0,77800.0,8531.0,0.0012870012870012
2021-06-01 00:00:00,78100.0,78700.0,77500.0,77800.0,7265.0,0.0
2021-06-02 00:00:00,78300.0,79000.0,77800.0,78100.0,9835.0,0.0038560411311054
2021-06-03 00:00:00,78100.0,78900.0,78100.0,78300.0,5128.0,0.0025608194622279
2021-06-04 00:00:00,78000.0,78800.0,77500.0,78400.0,8264.0,0.0012771392081736
2021-06-07 00:00:00,78400.0,79400.0,78400.0,79200.0,17199.0,0.0102040816326529
2021-06-08 00:00:00,79400.0,80500.0,79200.0,80000.0,19003.0,0.0101010101010101
2021-06-09 00:00:00,80000.0,80400.0,79100.0,79400.0,12452.0,-0.0074999999999999
2021-06-10 00:00:00,79400.0,79800.0,78800.0,79200.0,7429.0,-0.0025188916876573
2021-06-11 00:00:00,79300.0,80200.0,79300.0,79800.0,5377.0,0.0075757575757575
2021-06-14 00:00:00,79600.0,80000.0,79500.0,79900.0,7786.0,0.0012531328320801
2021-06-15 00:00:00,80300.0,80300.0,79200.0,79900.0,4987.0,0.0
2021-06-16 00:00:00,79900.0,80000.0,79500.0,79700.0,3965.0,-0.0025031289111389
2021-06-17 00:00:00,79800.0,79900.0,78500.0,79200.0,9857.0,-0.0062735257214554
2021-06-18 00:00:00,79300.0,79800.0,78700.0,78900.0,4792.0,-0.0037878787878787
2021-06-21 00:00:00,78400.0,78800.0,77800.0,78100.0,10674.0,-0.0101394169835234
2021-06-22 00:00:00,78100.0,79200.0,78100.0,78500.0,6772.0,0.0051216389244557
2021-06-23 00:00:00,78500.0,79000.0,77300.0,77900.0,9619.0,-0.0076433121019108
2021-06-24 00:00:00,77900.0,78900.0,77900.0,78400.0,4090.0,0.006418485237484
2021-06-25 00:00:00,78600.0,79300.0,78500.0,78800.0,6530.0,0.0051020408163264
2021-06-28 00:00:00,79400.0,79800.0,78800.0,79400.0,6616.0,0.0076
2021-06-29 00:00:00,80000.0,80000.0,78800.0,79200.0,4666.0,-0.0025
2021-06-30 00:00:00,79400.0,80100.0,79200.0,79900.0,10323.0,0.0088
2021-07-01 00:00:00,79600.0,81100.0,79400.0,79800.0,17049.0,-0.0013
2021-07-02 00:00:00,80500.0,81900.0,80100.0,81500.0,29765.0,0.0213
2021-07-05 00:00:00,82500.0,83500.0,81800.0,82700.0,42911.0,0.0147
2021-07-06 00:00:00,82600.0,83800.0,81700.0,82100.0,36492.0,-0.0073
2021-07-07 00:00:00,81800.0,83200.0,81000.0,81600.0,25178.0,-0.0060999999999999
2021-07-08 00:00:00,81700.0,82800.0,79700.0,80700.0,25164.0,-0.011
2021-07-09 00:00:00,79400.0,80500.0,78600.0,80000.0,20806.0,-0.0087
2021-07-12 00:00:00,80800.0,82100.0,80800.0,81400.0,15268.0,0.0175
2021-07-13 00:00:00,81500.0,82900.0,81500.0,81900.0,12980.0,0.0060999999999999
2021-07-14 00:00:00,81900.0,81900.0,80700.0,81000.0,7905.0,-0.011
2021-07-15 00:00:00,81000.0,81700.0,80400.0,80700.0,11597.0,-0.0037
2021-07-16 00:00:00,80500.0,81300.0,80100.0,80600.0,8216.0,-0.0012
2021-07-19 00:00:00,80700.0,81500.0,80500.0,81100.0,10120.0,0.0062
2021-07-20 00:00:00,80300.0,81200.0,80200.0,81000.0,8670.0,-0.0012
2021-07-21 00:00:00,81300.0,81800.0,80700.0,80900.0,7505.0,-0.12
2021-07-22 00:00:00,80900.0,81700.0,80800.0,81200.0,9199.0,0.37
2021-07-23 00:00:00,81400.0,81700.0,80800.0,81100.0,9156.0,-0.12
2021-07-26 00:00:00,80700.0,81100.0,79600.0,79900.0,17891.0,-1.48
2021-07-27 00:00:00,79700.0,81100.0,79700.0,80700.0,10286.0,1.0
2021-07-28 00:00:00,80400.0,81400.0,80100.0,80200.0,6328.0,-0.62
2021-07-29 00:00:00,80200.0,81400.0,80000.0,80500.0,7242.0,0.37
2021-07-30 00:00:00,81000.0,81000.0,79800.0,80300.0,9306.0,-0.25
2021-08-02 00:00:00,80300.0,81000.0,79200.0,80000.0,13079.0,-0.37
2021-08-03 00:00:00,80100.0,80500.0,78900.0,80200.0,8438.0,0.25
2021-08-04 00:00:00,80500.0,80500.0,79400.0,80000.0,8100.0,-0.25
2021-08-05 00:00:00,80000.0,80600.0,79600.0,80000.0,8257.0,0.0
2021-08-06 00:00:00,80000.0,80500.0,79400.0,79700.0,3399.0,-0.38
2021-08-09 00:00:00,80000.0,80400.0,79600.0,79700.0,5688.0,-0.38
2021-08-10 00:00:00,79600.0,80000.0,78600.0,79200.0,9496.0,-0.63
2021-08-11 00:00:00,78900.0,79800.0,78400.0,78500.0,6251.0,-0.88
2021-08-12 00:00:00,78400.0,79700.0,78300.0,78500.0,6416.0,0.0
2021-08-13 00:00:00,78600.0,78800.0,77000.0,77800.0,14489.0,-0.89
2021-08-17 00:00:00,78500.0,78500.0,75800.0,77000.0,14682.0,-1.03
2021-08-18 00:00:00,77900.0,77900.0,75900.0,77200.0,7063.0,0.26
2021-08-19 00:00:00,77100.0,77300.0,75100.0,75400.0,10602.0,-2.33
2021-08-20 00:00:00,75400.0,77000.0,73500.0,73900.0,13583.0,-1.99
2021-08-23 00:00:00,74700.0,75100.0,74200.0,74900.0,6097.0,1.35
2021-08-24 00:00:00,75900.0,76700.0,75100.0,76100.0,5189.0,1.6
2021-08-25 00:00:00,76100.0,76500.0,75800.0,76200.0,3784.0,0.13
2021-08-26 00:00:00,76200.0,76700.0,75700.0,76000.0,4040.0,-0.26
2021-08-27 00:00:00,75600.0,77300.0,75400.0,76700.0,4840.0,0.92
2021-08-30 00:00:00,77400.0,79200.0,77000.0,78400.0,12144.0,2.22
2021-08-31 00:00:00,78500.0,79300.0,77900.0,79000.0,12543.0,0.77
2021-09-01 00:00:00,79900.0,79900.0,78600.0,79000.0,4617.0,0.0
2021-09-02 00:00:00,79000.0,79700.0,78300.0,78400.0,5686.0,-0.76
2021-09-03 00:00:00,79500.0,79500.0,78000.0,78800.0,3689.0,0.51
2021-09-06 00:00:00,78900.0,79000.0,78100.0,78900.0,8110.0,0.13
2021-09-07 00:00:00,79400.0,79400.0,78000.0,78000.0,4379.0,-1.14
2021-09-08 00:00:00,78000.0,78300.0,77000.0,77300.0,4226.0,-0.9
2021-09-09 00:00:00,77100.0,77900.0,76600.0,77500.0,5156.0,0.26
2021-09-10 00:00:00,77100.0,78100.0,76200.0,77100.0,6944.0,-0.52
2021-09-13 00:00:00,77100.0,77500.0,76000.0,76200.0,8166.0,-1.17
2021-09-14 00:00:00,77200.0,77200.0,76400.0,77100.0,4267.0,1.18
2021-09-15 00:00:00,77200.0,77600.0,76600.0,77400.0,4293.0,0.39
2021-09-16 00:00:00,77500.0,78800.0,77400.0,77800.0,6009.0,0.52
2021-09-17 00:00:00,77900.0,78200.0,77500.0,77600.0,6344.0,-0.26
2021-09-23 00:00:00,76800.0,78700.0,76800.0,77500.0,5322.0,-0.13
2021-09-24 00:00:00,77100.0,77800.0,76900.0,77100.0,5245.0,-0.52
2021-09-27 00:00:00,77400.0,78400.0,76700.0,77400.0,5692.0,0.39
2021-09-28 00:00:00,77400.0,77600.0,76200.0,76400.0,8708.0,-1.29
2021-09-29 00:00:00,75400.0,77200.0,75400.0,76200.0,7481.0,-0.26
2021-09-30 00:00:00,76000.0,76900.0,75800.0,76200.0,2108.0,0.0
2021-10-01 00:00:00,76300.0,77000.0,74800.0,75400.0,9323.0,-1.05
2021-11-10 00:00:00,76500.0,77000.0,75500.0,75800.0,5797.0,-1.0399999618530271
2021-11-11 00:00:00,76300.0,76300.0,75000.0,75100.0,4146.0,-0.9200000166893005
