Date,Open,High,Low,Close,Volume,Change
2020-09-22 00:00:00,65000,69500,45500,45500,708165,
2020-09-23 00:00:00,45000,47000,34250,39450,1705999,-0.1329670329670329
2020-09-24 00:00:00,37000,41450,36100,37150,570786,-0.0583016476552598
2020-09-25 00:00:00,38000,44850,35650,36050,725075,-0.0296096904441454
2020-09-28 00:00:00,37500,38850,35650,35700,117575,-0.0097087378640776
2020-09-29 00:00:00,36350,36800,33700,35800,182542,0.0028011204481792
2020-10-05 00:00:00,35000,35450,34000,34500,107052,-0.0363128491620111
2020-10-06 00:00:00,34700,35600,33800,33950,111685,-0.0159420289855072
2020-10-07 00:00:00,33750,33850,33350,33500,56396,-0.0132547864506626
2020-10-08 00:00:00,33750,33950,31750,31750,119881,-0.0522388059701492
2020-10-12 00:00:00,31750,31800,29600,29950,148506,-0.0566929133858268
2020-10-13 00:00:00,30050,32800,28900,30450,346565,0.0166944908180299
2020-10-14 00:00:00,30500,36950,30100,33250,678497,0.0919540229885058
2020-10-15 00:00:00,32900,33000,30200,30200,182621,-0.0917293233082706
2020-10-16 00:00:00,29700,31450,27650,28650,133464,-0.0513245033112582
2020-10-19 00:00:00,29350,31600,28350,29650,108317,0.0349040139616056
2020-10-20 00:00:00,29300,30500,28950,29700,58022,0.0016863406408094
2020-10-21 00:00:00,29950,31150,29350,30200,44544,0.0168350168350168
2020-10-22 00:00:00,30050,30950,29400,30100,57802,-0.0033112582781457
2020-10-23 00:00:00,30300,30550,29150,29150,52268,-0.0315614617940199
2020-10-26 00:00:00,29150,29200,26750,26900,63753,-0.0771869639794168
2020-10-27 00:00:00,26350,28350,26100,26700,74178,-0.0074349442379182
2020-10-28 00:00:00,27000,27300,26600,26750,40855,0.0018726591760298
2020-10-29 00:00:00,25750,26700,25700,26250,33551,-0.0186915887850467
2020-10-30 00:00:00,26150,27250,25750,25850,42508,-0.0152380952380952
2020-11-02 00:00:00,26000,26150,25200,25350,35197,-0.0193423597678916
2020-11-03 00:00:00,25700,25750,24800,24850,73326,-0.019723865877712
2020-11-04 00:00:00,24900,26250,24700,25250,77755,0.0160965794768612
2020-11-05 00:00:00,25250,26500,25200,25700,47388,0.0178217821782178
