Date,Open,High,Low,Close,Volume
2007-06-30,143000,146000,130500,134000,1112654
2007-07-31,131000,139500,120000,122500,2008188
2007-08-31,120500,144000,111500,143000,1025290
2007-09-30,144000,178500,135500,165000,824493
2007-10-31,160500,205000,150000,200000,1335667
2007-11-30,204500,229500,159000,195500,2110865
2007-12-31,193500,206500,188500,194000,780152
2008-01-31,194000,213000,149500,168000,979842
2008-02-29,168500,189500,165000,172500,1055916
2008-03-31,172500,184500,163500,170500,939188
2008-04-30,168500,220000,168000,207500,963202
2008-05-31,207000,237000,204000,216000,884032
2008-06-30,213500,226500,200000,205000,646113
2008-07-31,207000,207000,167500,198000,1176686
2008-08-31,203500,224000,181500,189000,1231549
2008-09-30,189000,201500,165000,199500,1468301
2008-10-31,196000,200000,143500,182000,1547380
2008-11-30,182000,188500,154000,167000,1295956
2008-12-31,163500,193500,137000,190000,1420360
2009-01-31,185500,186000,150000,167000,1719373
2009-02-28,168500,168500,149500,149500,1176712
2009-03-31,149500,168500,143500,150500,2027912
2009-04-30,150500,179500,149500,176500,2427681
2009-05-31,175000,205000,170000,193500,1241864
2009-06-30,191000,221000,173000,216000,1145260
2009-07-31,213000,221500,194500,220500,1196272
2009-08-31,220000,230000,213500,216500,777479
2009-09-30,214500,265500,214500,264000,995512
2009-10-31,264000,268500,234000,247000,1085740
2009-11-30,238500,301000,237500,285500,877998
2009-12-31,284500,304500,271000,291000,838874
2010-01-31,291000,299000,269000,284000,760787
2010-02-28,288500,300500,265000,277500,522658
2010-03-31,277000,320000,277000,302500,754698
2010-04-30,300000,321500,288500,303000,963951
2010-05-31,305000,323500,292000,319000,813052
2010-06-30,317500,359500,316000,348000,963044
2010-07-31,350000,384500,339000,372500,840521
2010-08-31,377000,420000,367000,402000,653525
2010-09-30,400000,446000,383000,421000,1397777
2010-10-31,417500,420500,352500,375000,1095430
2010-11-30,380500,433500,370000,382500,974893
2010-12-31,387000,404000,378500,390000,580827
2011-01-31,393000,419500,388000,407000,726495
2011-02-28,410000,423500,353000,358000,759344
2011-03-31,360000,411500,344500,411500,790885
2011-04-30,405500,446000,392000,431000,738236
2011-05-31,423000,466000,396500,441500,822425
2011-06-30,435000,467500,412000,459000,744095
2011-07-31,462000,503000,442500,477000,764628
2011-08-31,477000,500000,404500,470000,1342425
2011-09-30,475000,542000,451500,533000,898204
2011-10-31,513000,612000,494000,503000,886826
2011-11-30,504000,553000,494500,532000,833766
2011-12-31,532000,544000,461000,487500,681396
2012-01-31,486000,515000,445500,478000,1167486
2012-02-29,471000,514000,460000,514000,1050525
2012-03-31,516000,597000,493000,595000,960720
2012-04-30,590000,613000,552000,593000,583950
2012-05-31,601000,620000,552000,584000,658770
2012-06-30,584000,620000,571000,617000,591253
2012-07-31,603000,629000,565000,583000,626312
2012-08-31,577000,633000,568000,622000,650388
2012-09-30,620000,636000,594000,635000,560645
2012-10-31,630000,668000,617000,641000,631333
2012-11-30,641000,669000,626000,646000,418368
2012-12-31,647000,659000,601000,657000,549799
2013-01-31,658000,697000,577000,607000,869261
2013-02-28,609000,623000,581000,621000,628326
2013-03-31,620000,633000,584000,616000,468739
2013-04-30,616000,620000,557000,619000,736644
2013-05-31,616000,655000,603000,624000,504188
2013-06-30,621000,634000,517000,558000,807629
2013-07-31,549000,594000,527000,592000,529052
2013-08-31,588000,600000,478000,491000,944942
2013-09-30,485000,553000,485000,545000,790808
2013-10-31,545000,561000,495000,551000,847962
2013-11-30,551000,556000,505000,544000,513910
2013-12-31,545000,576000,519000,548000,692637
2014-01-31,548000,569000,453500,478000,1057691
2014-02-28,476500,494500,429500,457000,1186477
2014-03-31,455000,499500,452000,459500,1015893
2014-04-30,458000,503000,443000,472000,1196168
2014-05-31,470000,517000,453500,510000,987182
2014-06-30,510000,543000,421000,455500,1626100
2014-07-31,455000,493000,423000,482000,1572546
2014-08-31,482000,553000,466500,513000,1111302
2014-09-30,512000,530000,470000,507000,944018
2014-10-31,506000,648000,483500,623000,1550727
2014-11-30,624000,654000,562000,623000,1029124
2014-12-31,623000,645000,593000,623000,666067
2015-01-31,615000,706000,594000,688000,964844
2015-02-28,680000,704000,665000,670000,610999
2015-03-31,669000,845000,640000,841000,1065575
2015-04-30,828000,951000,772000,788000,1862330
2015-05-31,785000,902000,784000,808000,1240479
2015-06-30,809000,811000,671000,774000,1953185
2015-07-31,778000,862000,680000,857000,1627454
2015-08-31,853000,899000,734000,802000,1260247
2015-09-30,795000,865000,721000,854000,960861
2015-10-31,855000,949000,842000,947000,936849
2015-11-30,947000,1043000,867000,1008000,796087
2015-12-31,1018000,1066000,978000,1050000,572506
2016-01-31,1034000,1052000,930000,991000,779013
2016-02-29,1005000,1037000,807000,868000,1234233
2016-03-31,891000,972000,823000,945000,1081126
2016-04-30,953000,1049000,941000,1007000,838842
2016-05-31,1014000,1076000,1000000,1056000,579865
2016-06-30,1042000,1166000,1038000,1117000,591081
2016-07-31,1128000,1199000,1001000,1008000,1169873
2016-08-31,990000,1014000,901000,951000,1477372
2016-09-30,955000,1018000,939000,955000,862119
2016-10-31,972000,973000,818000,820000,1447186
2016-11-30,820000,894000,740000,787000,1401591
2016-12-31,789000,889000,770000,857000,733419
2017-01-31,845000,886000,813000,879000,710278
2017-02-28,880000,885000,814000,878000,771170
2017-03-31,887000,890000,774000,811000,1049428
2017-04-30,813000,889000,774000,866000,740440
2017-05-31,866000,1005000,846000,983000,742507
2017-06-30,983000,1008000,947000,994000,616114
2017-07-31,995000,1019000,910000,991000,683469
2017-08-31,982000,1000000,948000,960000,449526
2017-09-30,953000,964000,842000,936000,688615
2017-10-31,957000,1203000,942000,1177000,849160
2017-11-30,1158000,1290000,1147000,1173000,730519
2017-12-31,1208000,1237000,1141000,1189000,518236
2018-01-31,1195000,1267000,1123000,1177000,776414
2018-02-28,1180000,1203000,1045000,1100000,499274
2018-03-31,1095000,1214000,1065000,1208000,644440
2018-04-30,1219000,1371000,1218000,1370000,643478
2018-05-31,1390000,1396000,1231000,1343000,492596
2018-06-30,1344000,1497000,1342000,1396000,500316
2018-07-31,1400000,1426000,1203000,1210000,881989
2018-08-31,1210000,1285000,1139000,1265000,765325
2018-09-30,1260000,1298000,1172000,1276000,478068
2018-10-31,1282000,1350000,1010000,1044000,974618
2018-11-30,1055000,1198000,1050000,1160000,1013192
2018-12-31,1188000,1212000,1062000,1101000,673830
2019-01-31,1106000,1290000,1065000,1265000,759078
2019-02-28,1275000,1306000,1204000,1246000,511097
2019-03-31,1272000,1436000,1219000,1417000,701666
2019-04-30,1401000,1466000,1356000,1422000,609671
2019-05-31,1409000,1422000,1220000,1278000,670454
2019-06-30,1262000,1367000,1260000,1313000,438989
2019-07-31,1340000,1341000,1222000,1257000,590021
2019-08-31,1280000,1280000,1122000,1179000,751113
2019-09-30,1165000,1320000,1163000,1307000,479757
2019-10-31,1306000,1320000,1215000,1261000,632993
2019-11-30,1249000,1304000,1202000,1265000,676217
2019-12-31,1273000,1289000,1224000,1261000,509474
2020-01-31,1254000,1446000,1249000,1258000,991359
2020-02-29,1249000,1426000,1206000,1221000,986703
2020-03-31,1235000,1307000,1045000,1120000,1598554
2020-04-30,1120000,1444000,1071000,1386000,1178910
2020-05-31,1345000,1490000,1341000,1370000,684911
2020-06-30,1359000,1415000,1257000,1346000,952177
2020-07-31,1340000,1414000,1288000,1371000,922288
2020-08-31,1366000,1600000,1343000,1473000,763495
2020-09-30,1495000,1542000,1417000,1448000,508616
2020-10-31,1455000,1598000,1454000,1500000,501129
2020-11-30,1515000,1648000,1490000,1514000,612830
2020-12-31,1534000,1649000,1515000,1620000,681493
2021-01-31,1604000,1706000,1537000,1557000,1056946
2021-02-28,1576000,1698000,1510000,1513000,616726
2021-03-31,1536000,1597000,1468000,1570000,759359
2021-04-30,1570000,1605000,1524000,1539000,619975
2021-05-31,1561000,1596000,1500000,1559000,591626
2021-06-30,1556000,1781000,1514000,1762000,835000
2021-07-31,1770000,1784000,1458000,1459000,925068
2021-08-31,1462000,1482000,1407000,1461000,793903
2021-09-30,1466000,1474000,1316000,1337000,723424
2021-10-31,1337000,1406000,1168000,1171000,1055024
2021-11-30,1170000,1255000,1155000,1172000,591838
