Date,Open,High,Low,Close,Volume
1995-02-28,1179,1244,1109,1228,3053510
1995-03-31,1238,1585,1238,1489,7274990
1995-04-30,1492,1673,1356,1557,4903140
1995-05-31,1563,1634,1369,1428,2902360
1995-06-30,1440,1615,1440,1576,4554020
1995-07-31,1576,1984,1524,1816,7604640
1995-08-31,1828,1887,1660,1816,3277960
1995-09-30,1828,2244,1809,2140,7677220
1995-10-31,2107,2283,2094,2179,4147200
1995-11-30,2192,2263,1816,1881,4378350
1995-12-31,1874,2133,1686,1829,3919670
1996-01-31,1849,1915,1668,1876,3053350
1996-02-29,1875,1922,1708,1722,3226500
1996-03-31,1722,1835,1433,1562,4858510
1996-04-30,1562,1926,1452,1840,5757430
1996-05-31,1822,1822,1129,1198,6018230
1996-06-30,1232,1301,1129,1189,3397640
1996-07-31,1197,1364,1154,1215,2862820
1996-08-31,1232,1308,1025,1066,2427010
1996-09-30,1067,1168,937,1125,2508830
1996-10-31,1190,1256,991,1008,3495560
1996-11-30,1025,1173,1015,1047,1772586
1996-12-31,1036,1058,755,790,1641122
1997-01-31,789,887,686,838,3063110
1997-02-28,837,1084,819,1032,4057641
1997-03-31,1031,1093,916,1065,2799422
1997-04-30,1074,1156,1036,1078,2991961
1997-05-31,1143,1231,1049,1197,5634837
1997-06-30,1215,1340,1152,1260,3098740
1997-07-31,1259,1313,1149,1160,1917320
1997-08-31,1165,1349,1161,1260,3843707
1997-09-30,1258,1295,1143,1188,1496810
1997-10-31,1186,1215,657,677,3578342
1997-11-30,679,918,677,756,10196259
1997-12-31,750,891,627,686,12185046
1998-01-31,691,1702,691,1616,15767820
1998-02-28,1495,1851,1336,1852,14318003
1998-03-31,1851,1906,1323,1325,7565287
1998-04-30,1321,1514,1062,1378,7798886
1998-05-31,1340,1359,822,936,8763906
1998-06-30,930,968,679,791,12719263
1998-07-31,804,1169,791,847,14501266
1998-08-31,828,917,724,860,10687180
1998-09-30,869,948,624,728,17952430
1998-10-31,720,1149,687,1149,30165600
1998-11-30,1168,1396,1103,1276,20529580
1998-12-31,1254,1666,1162,1546,18162828
1999-01-31,1776,1886,1604,1759,12808625
1999-02-28,1800,1800,1538,1687,7223580
1999-03-31,1704,2025,1596,1859,11829043
1999-04-30,1860,2230,1757,1788,15039848
1999-05-31,1798,1930,1578,1658,14558416
1999-06-30,1640,2680,1625,2540,27195299
1999-07-31,2580,4080,2550,3780,30609332
1999-08-31,3770,4660,3460,4480,19065727
1999-09-30,4600,5040,3939,3940,24042478
1999-10-31,3940,4260,3509,4000,17350116
1999-11-30,4200,4900,4100,4800,15993071
1999-12-31,4750,5720,4710,5320,19110002
2000-01-31,6000,6180,5360,5580,18051833
2000-02-29,5600,5960,4780,5120,21846955
2000-03-31,5880,7680,5120,6700,25569119
2000-04-30,6920,7499,5340,6000,17503285
2000-05-31,6200,7340,5240,6160,21260173
2000-06-30,6200,7739,6120,7380,21682724
2000-07-31,7440,7880,5550,5900,17270295
2000-08-31,5960,6560,5380,5470,15082029
2000-09-30,5540,5600,3700,4040,27291374
2000-10-31,3840,4080,2420,2850,37598303
2000-11-30,3000,3800,2960,3240,25303608
2000-12-31,3080,3779,3040,3160,21118061
2001-01-31,3160,4699,3140,4400,20609063
2001-02-28,4270,4420,3700,3740,13446954
2001-03-31,3700,4430,3529,4160,15005456
2001-04-30,4040,4919,3610,4580,17886519
2001-05-31,4700,4780,4190,4240,12274322
2001-06-30,4300,4510,3690,3840,13445432
2001-07-31,3840,3950,3259,3790,13220135
2001-08-31,3829,4040,3629,3800,9645528
2001-09-30,3810,3940,2680,2800,14321989
2001-10-31,3000,3710,2860,3470,13800995
2001-11-30,3540,4660,3480,4360,17058460
2001-12-31,4430,5860,4290,5580,19202499
2002-01-31,5660,6599,5620,6010,20370088
2002-02-28,6200,7100,6090,6860,14298721
2002-03-31,7009,7420,6580,7360,19244862
2002-04-30,7500,8640,7109,7640,24635376
2002-05-31,7740,7740,6409,6840,21390695
2002-06-30,6720,7500,6180,6580,13929213
2002-07-31,6439,7410,6340,6650,16814033
2002-08-31,6670,7059,5970,6620,15035310
2002-09-30,6590,6860,5880,5970,12057172
2002-10-31,5820,7259,5310,6900,20884480
2002-11-30,6859,7850,6770,7740,15615879
2002-12-31,7740,7899,6260,6280,13415572
2003-01-31,6380,7180,5790,5830,15120709
2003-02-28,5780,6280,5190,5590,14480117
2003-03-31,5590,6340,5400,5680,16040458
2003-04-30,5560,6340,5440,6100,17601460
2003-05-31,6100,6589,5910,6480,10931462
2003-06-30,6580,7500,6430,7100,10771758
2003-07-31,7100,8490,7040,8320,12252443
2003-08-31,8360,9000,7930,8700,8141074
2003-09-30,8740,9400,7560,7840,12096055
2003-10-31,7760,9510,7740,9400,14397019
2003-11-30,9400,9690,8840,9300,9820425
2003-12-31,9300,9510,8710,9020,11240020
2004-01-31,9020,11100,8930,10480,11378966
2004-02-29,10480,11420,10060,10900,8873202
2004-03-31,11100,11440,10140,11440,10751839
2004-04-30,11400,12760,10980,11140,14326851
2004-05-31,11140,11280,8960,10120,15397989
2004-06-30,10160,10340,8420,9540,14829716
2004-07-31,9520,9550,7990,8340,13107925
2004-08-31,8350,9250,8060,9020,9076475
2004-09-30,9020,9760,8570,9160,9927713
2004-10-31,9160,10020,8490,8790,13666051
2004-11-30,8750,9390,8470,8690,10879630
2004-12-31,8570,9020,7980,9010,10257114
2005-01-31,9050,9900,8670,9900,9835620
2005-02-28,9900,10640,9720,10540,7545192
2005-03-31,10500,10560,9789,10040,9309455
2005-04-30,10040,10500,8990,9040,8941287
2005-05-31,9120,10040,9000,9780,7108507
2005-06-30,9669,10040,9430,9880,9572460
2005-07-31,9880,11360,9860,11300,10338010
2005-08-31,11320,11640,10660,10880,9084101
2005-09-30,10980,12380,10940,11760,8708048
2005-10-31,11800,12280,10900,11040,8491101
2005-11-30,11200,12640,11180,11960,9108887
2005-12-31,11920,13400,11860,13180,9166539
2006-01-31,13280,14820,13119,14800,9950885
2006-02-28,14700,14860,12920,13740,8308672
2006-03-31,13919,14000,12080,12600,10131995
2006-04-30,12720,13940,12500,12880,8928675
2006-05-31,12880,13359,12220,12240,8956303
2006-06-30,12140,12380,10820,12060,10175301
2006-07-31,12140,12280,11520,12160,6559738
2006-08-31,12180,13360,12000,13000,7686260
2006-09-30,13040,13580,12580,13280,6206151
2006-10-31,13179,13380,12060,12220,6804046
2006-11-30,12360,13520,11980,12760,6997911
2006-12-31,12800,13020,11980,12260,6886526
2007-01-31,12400,12560,11500,11580,11055258
2007-02-28,11520,12240,11160,11340,10912389
2007-03-31,11220,12080,11180,11260,9737436
2007-04-30,11280,12200,11240,11480,10595294
2007-05-31,11400,11860,10500,10700,10558391
2007-06-30,10920,12020,10860,11320,11822794
2007-07-31,11160,13740,11160,12280,14909603
2007-08-31,12000,12500,11160,11820,12049749
2007-09-30,11820,11820,10640,11500,8366653
2007-10-31,11520,11700,10000,11000,16049155
2007-11-30,11100,11460,10180,11300,14393440
2007-12-31,11100,12340,10880,11120,8601409
2008-01-31,11180,11940,10220,11900,13566725
2008-02-29,12020,12360,11200,11200,7706778
2008-03-31,10900,12580,10840,12460,10434146
2008-04-30,12560,14380,12360,14220,11329575
2008-05-31,14660,15280,13440,14820,10919231
2008-06-30,14700,14819,12500,12500,9157172
2008-07-31,12520,12900,10840,11280,13758524
2008-08-31,11180,12040,10240,10320,9048458
2008-09-30,10060,11420,10000,10780,13787988
2008-10-31,10840,11200,8060,10700,17777086
2008-11-30,10620,10900,8220,9720,13813854
2008-12-31,9710,10040,8510,9020,12580541
2009-01-31,9070,10480,8770,9760,10498513
2009-02-28,9760,10960,9220,9540,10305827
2009-03-31,9510,11800,9090,11360,10004085
2009-04-30,11400,12640,11100,11840,12609306
2009-05-31,11900,11940,10400,11160,11172945
2009-06-30,11040,12180,10880,11840,11003640
2009-07-31,11880,14580,11800,14480,10687429
2009-08-31,14640,15699,13820,15420,9577015
2009-09-30,15600,16580,15200,16300,10218126
2009-10-31,16220,16300,14020,14460,11202878
2009-11-30,14220,15300,14160,14400,7872336
2009-12-31,14399,15980,14359,15980,7015783
2010-01-31,16060,17000,15600,15680,7570021
2010-02-28,15679,15800,14660,14880,6030600
2010-03-31,15220,16680,15120,16360,6036773
2010-04-30,16520,17500,16300,16980,7310197
2010-05-31,16900,16900,14720,15520,7524343
2010-06-30,15520,16780,15300,15480,6288367
2010-07-31,15580,16800,15100,16200,7247129
2010-08-31,16340,16440,15119,15120,5654738
2010-09-30,15240,15800,14900,15540,7676076
2010-10-31,15440,15880,14700,14900,8216491
2010-11-30,15060,17060,14740,16520,10146796
2010-12-31,16480,19060,16280,18980,7714500
2011-01-31,19100,20280,18160,19620,8023615
2011-02-28,19640,20080,18260,18460,6335937
2011-03-31,18280,18900,17060,18640,10894706
2011-04-30,18720,18960,17060,17860,9162488
2011-05-31,18200,18800,17060,18040,7872323
2011-06-30,18040,18240,15900,16520,6986178
2011-07-31,16860,17980,16120,16880,6420221
2011-08-31,17100,17500,13440,14880,10943751
2011-09-30,15180,16960,14200,16800,8243322
2011-10-31,16100,19400,15919,19360,8309646
2011-11-30,19360,20200,18420,20080,8192518
2011-12-31,20700,21680,19680,21160,6777378
2012-01-31,21400,22600,20220,22140,7182025
2012-02-29,22140,24180,21120,24120,7050168
2012-03-31,24300,26219,23300,25500,5697698
2012-04-30,25500,28180,24820,27800,6028836
2012-05-31,28200,28360,23300,24220,7748478
2012-06-30,24260,25500,22560,24020,7314521
2012-07-31,24160,26679,21820,26180,8220114
2012-08-31,25840,27100,23460,24660,8729323
2012-09-30,24400,27200,23780,26920,6093053
2012-10-31,27080,27800,25520,26200,5332753
2012-11-30,25900,28859,25800,28120,5508293
2012-12-31,28400,30720,28160,30440,5464997
2013-01-31,30660,31680,27420,28960,6615321
2013-02-28,29200,31180,28280,30880,3935074
2013-03-31,31260,31500,28680,30540,5640262
2013-04-30,30700,31320,29100,30400,5058603
2013-05-31,30520,31180,29239,30760,4930400
2013-06-30,30720,31180,24900,26840,8311860
2013-07-31,26680,27040,24180,25600,6426545
2013-08-31,25700,27359,24260,27360,5399871
2013-09-30,27360,28500,26420,27340,4889929
2013-10-31,27600,30040,27200,29300,4398536
2013-11-30,29800,30040,28140,29880,3965399
2013-12-31,30000,30060,27200,27440,4081514
2014-01-31,26960,27100,25440,25600,6360306
2014-02-28,25720,26980,24680,26980,4230976
2014-03-31,26720,26900,24820,26860,4425194
2014-04-30,26900,28560,26519,26860,4949658
2014-05-31,27080,29639,26520,28860,4612223
2014-06-30,28860,29900,25920,26440,5222324
2014-07-31,26160,28160,25640,26860,4748739
2014-08-31,26100,26560,24420,24680,5113102
2014-09-30,24720,24740,22820,23680,4990536
2014-10-31,23480,25000,21560,24880,6138341
2014-11-30,25000,26020,23600,25740,5274978
2014-12-31,25880,27139,25040,26540,5122154
2015-01-31,26799,27999,25640,27300,5260414
2015-02-28,27299,28000,26620,27140,3008737
2015-03-31,27500,30200,27340,28820,5598436
2015-04-30,28740,29880,27180,28200,4965983
2015-05-31,28140,28460,25940,26140,3851911
2015-06-30,26000,27100,24800,25360,4777840
2015-07-31,25360,26220,23500,23700,5356365
2015-08-31,23680,23740,20660,21780,6362035
2015-09-30,21780,23840,21300,22680,5218699
2015-10-31,22800,27839,22240,27440,6251233
2015-11-30,27700,27860,25260,25680,4547436
2015-12-31,25880,26440,24820,25200,4211376
2016-01-31,25200,25200,21760,23000,4813038
2016-02-29,23040,24060,22360,23560,3670039
2016-03-31,24000,26419,23540,26240,4635170
2016-04-30,25980,26200,24800,24900,3865173
2016-05-31,24940,26060,24900,25840,5205395
2016-06-30,25960,29000,25900,28500,6630058
2016-07-31,28540,31140,28240,30780,4470481
2016-08-31,31380,33880,30340,32400,5037192
2016-09-30,31660,33040,29119,31960,5218372
2016-10-31,32200,34320,29880,32780,6909508
2016-11-30,32600,34940,30780,34920,5105409
2016-12-31,34800,36600,34140,36040,3922351
2017-01-31,35980,40000,35540,39460,4410121
2017-02-28,39540,39660,37080,38440,4770447
2017-03-31,38420,42680,38420,41200,5253084
2017-04-30,41400,45800,40080,44620,4765239
2017-05-31,45500,47220,44400,44700,5160633
2017-06-30,44860,48400,44400,47540,4626172
2017-07-31,47500,51320,46780,48200,4444413
2017-08-31,48000,49340,44220,46320,5361361
2017-09-30,46460,53679,45500,51280,4678557
2017-10-31,53360,55440,52140,55080,3400705
2017-11-30,57500,57519,50200,50800,4620606
2017-12-31,50800,52280,48200,50960,4515425
2018-01-31,51380,54140,46760,49900,6970987
2018-02-28,50620,50960,44420,47060,6331708
2018-03-31,46580,52020,45080,49220,5282296
2018-04-30,49000,53639,0,53000,5244033
2018-05-31,0,53900,0,50700,321498280
2018-06-30,50500,51800,45900,46650,252348762
2018-07-31,46500,47600,44650,46250,214539505
2018-08-31,46050,48450,43500,48450,194108773
2018-09-30,48200,48300,44000,46450,197984482
2018-10-31,46450,46800,40400,42400,234645485
2018-11-30,42450,45250,41750,41850,205923404
2018-12-31,42750,43400,38100,38700,250506995
2019-01-31,39400,47050,36850,46150,301783852
2019-02-28,46650,47550,44250,45100,194923203
2019-03-31,46000,47000,43100,44650,223260605
2019-04-30,45200,47600,43800,45850,209113436
2019-05-31,45500,46150,40850,42500,271585071
2019-06-30,42950,47000,42500,47000,194668243
2019-07-31,47350,47550,44350,45350,183771791
2019-08-31,44900,45500,42500,44000,205260271
2019-09-30,44850,49650,43100,49050,207963296
2019-10-31,48900,52500,47350,50400,199451656
2019-11-30,50600,53800,50200,50300,223956592
2019-12-31,50900,57300,49000,55800,264807425
2020-01-31,55500,62800,54600,56400,319891636
2020-02-29,55500,62000,54200,54200,360007160
2020-03-31,54300,58000,42300,47750,856741868
2020-04-30,47450,52000,45350,50000,424101937
2020-05-31,48900,51200,47200,50700,374264673
2020-06-30,50800,57000,49900,52800,517439261
2020-07-31,53400,60400,52100,57900,437314531
2020-08-31,57800,59900,54000,54000,401697954
2020-09-30,54100,61300,54100,58200,426302298
2020-10-31,57500,61500,56600,56600,327557687
2020-11-30,56400,69500,56000,66700,496431342
2020-12-31,67100,81300,67100,81000,529998852
2021-01-31,81000,96800,80200,82000,765471247
2021-02-28,81700,86400,81000,82500,432953240
2021-03-31,85100,85300,80600,81400,387612356
2021-04-30,82500,86200,81500,81500,372938171
2021-05-31,81000,83500,78400,80500,352211074
2021-06-30,80500,83000,79600,80700,333099465
2021-07-31,80500,81300,78100,78500,275886253
2021-08-31,79200,83300,72500,76700,499862582
2021-09-30,76700,77800,73700,74100,281233337
2021-10-31,73900,74000,68300,69800,300193653
2021-11-30,70200,76200,69600,73700,252971373
