Date,Open,High,Low,Close,Volume,Change
2021-05-27 00:00:00,39800,39800,27900,27900,1459435,
2021-05-28 00:00:00,26600,28500,25500,25850,491112,-0.0734767025089605
2021-05-31 00:00:00,25800,25850,23050,23150,352366,-0.104448742746615
2021-06-01 00:00:00,23050,23350,21700,22250,337189,-0.0388768898488121
2021-06-02 00:00:00,21900,22200,21500,21750,96806,-0.0224719101123596
2021-06-03 00:00:00,21850,22450,21550,21800,84910,0.0022988505747125
2021-06-04 00:00:00,21700,22000,21450,21700,70349,-0.0045871559633027
2021-06-07 00:00:00,21900,22300,21650,21700,115949,0.0
2021-06-08 00:00:00,21750,21750,21400,21550,59993,-0.0069124423963133
2021-06-09 00:00:00,21450,21650,21100,21100,98936,-0.0208816705336426
2021-06-10 00:00:00,21100,21200,20650,20650,74346,-0.0213270142180095
2021-06-11 00:00:00,20650,20900,20450,20750,41137,0.0048426150121065
2021-06-14 00:00:00,20900,21250,20750,20950,47996,0.0096385542168675
2021-06-15 00:00:00,21050,21600,20900,21400,75987,0.0214797136038185
2021-06-16 00:00:00,21350,21500,21150,21300,64338,-0.0046728971962616
2021-06-17 00:00:00,21200,21250,20900,21000,36933,-0.0140845070422535
2021-06-18 00:00:00,21150,21200,20950,21200,30774,0.0095238095238094
2021-06-21 00:00:00,21150,21200,20900,21000,28439,-0.0094339622641509
2021-06-22 00:00:00,21000,21050,20900,21000,21487,0.0
2021-06-23 00:00:00,21000,21250,20850,20950,42285,-0.0023809523809523
2021-06-24 00:00:00,21050,21050,20350,20400,79748,-0.026252983293556
2021-06-25 00:00:00,20350,20600,20300,20450,25964,0.0024509803921568
2021-06-28 00:00:00,20450,20600,20300,20400,26413,-0.0024
2021-06-29 00:00:00,20500,20500,20150,20150,36923,-0.0123
2021-06-30 00:00:00,20200,20200,19200,19450,54352,-0.0347
2021-07-01 00:00:00,19500,19500,19000,19200,24025,-0.0129
2021-07-02 00:00:00,19200,19200,19050,19050,14232,-0.0078
2021-07-05 00:00:00,18950,18950,18500,18550,35590,-0.0262
2021-07-06 00:00:00,18450,18450,18150,18400,29699,-0.0081
2021-07-07 00:00:00,18400,18400,17850,17850,45508,-0.0299
2021-07-08 00:00:00,17800,17800,17200,17300,28755,-0.0308
2021-07-09 00:00:00,17000,17150,16950,17150,28997,-0.0087
2021-07-12 00:00:00,17200,17450,17200,17350,22732,0.0116999999999999
2021-07-13 00:00:00,17350,17350,17100,17100,26749,-0.0144
2021-07-14 00:00:00,17100,17450,17100,17450,12251,0.0204999999999999
2021-07-15 00:00:00,17350,18100,17350,18050,17218,0.0344
2021-07-16 00:00:00,17950,18100,17950,18100,11323,0.0028
2021-07-19 00:00:00,18050,18150,17950,18000,9199,-0.0055
2021-07-20 00:00:00,17800,18100,17750,18000,10113,0.0
2021-07-21 00:00:00,18000,18050,17950,18000,13881,0.0
2021-07-22 00:00:00,18000,18000,17900,17950,8567,-0.0028000000000000004
2021-07-23 00:00:00,18050,18050,17900,18000,7913,0.0028000000000000004
2021-07-26 00:00:00,18000,18000,17700,17700,12557,-1.67
2021-07-27 00:00:00,17650,17700,17550,17650,7682,-0.28
2021-07-28 00:00:00,17650,17650,17500,17500,6182,-0.85
2021-07-29 00:00:00,17450,17600,17450,17600,3310,0.57
2021-07-30 00:00:00,17600,17600,17350,17400,8784,-1.14
2021-08-02 00:00:00,17850,17850,17550,17600,8596,1.15
2021-08-03 00:00:00,17550,17550,17400,17400,5871,-1.14
2021-08-04 00:00:00,17400,17450,17350,17400,5936,0.0
2021-08-05 00:00:00,17350,17750,17350,17600,6121,1.15
2021-08-06 00:00:00,17600,17600,17600,17600,2662,0.0
2021-08-09 00:00:00,17550,17550,17400,17450,7067,-0.57
2021-08-10 00:00:00,17450,17450,17250,17400,4580,-0.29
2021-08-11 00:00:00,17000,17350,17000,17200,5548,-1.15
2021-08-12 00:00:00,17050,17100,17050,17050,7956,-0.87
2021-08-13 00:00:00,17000,17000,16850,16850,14990,-1.17
2021-08-17 00:00:00,16800,16850,16650,16650,12392,-1.19
2021-08-18 00:00:00,16400,16450,16400,16400,13529,-1.5
2021-08-19 00:00:00,16350,16350,15550,15550,17961,-5.18
2021-08-20 00:00:00,15600,15600,14900,14900,12039,-4.18
2021-08-23 00:00:00,15150,15150,14850,14850,11627,-0.34
2021-08-24 00:00:00,14900,15250,14900,15250,8726,2.69
2021-08-25 00:00:00,15250,15250,15050,15050,8764,-1.31
2021-08-26 00:00:00,15050,15050,14950,15000,5972,-0.33
2021-08-27 00:00:00,14950,15050,14950,15050,6267,0.33
2021-08-30 00:00:00,15100,15400,15100,15400,4428,2.33
2021-08-31 00:00:00,15300,15450,15200,15250,6955,-0.97
2021-09-01 00:00:00,15250,15250,15000,15250,7253,0.0
2021-09-02 00:00:00,15250,15250,15200,15200,4244,-0.33
2021-09-03 00:00:00,15250,15300,15200,15300,5224,0.66
